GO.ID	Term	Annotated	Significant	Expected	test
GO:0007400	neuroblast fate determination	18	4	0.32	0.00023
GO:0016199	axon midline choice point recognition	19	4	0.34	0.00029
GO:0045727	positive regulation of translation	34	5	0.6	0.00029
GO:0048749	compound eye development	298	18	5.27	0.00036
GO:0046777	protein autophosphorylation	37	5	0.65	0.00044
GO:0051124	synaptic growth at neuromuscular junctio...	130	9	2.3	0.00046
GO:0007616	long-term memory	59	6	1.04	0.00057
GO:0007274	neuromuscular synaptic transmission	59	6	1.04	0.00057
GO:0048638	regulation of developmental growth	196	11	3.46	0.00066
GO:0010468	regulation of gene expression	1101	45	19.45	0.00084
GO:0043954	cellular component maintenance	25	4	0.44	0.00088
GO:0007422	peripheral nervous system development	65	6	1.15	0.00095
GO:0007411	axon guidance	232	15	4.1	0.00102
GO:0051960	regulation of nervous system development	281	13	4.96	0.00131
GO:0051171	regulation of nitrogen compound metaboli...	1347	54	23.8	0.00141
GO:0098722	asymmetric stem cell division	48	5	0.85	0.00148
GO:0006338	chromatin remodeling	73	6	1.29	0.00175
GO:0080090	regulation of primary metabolic process	1366	54	24.13	0.00191
GO:1901879	regulation of protein depolymerization	15	3	0.27	0.00210
GO:0090263	positive regulation of canonical Wnt sig...	32	4	0.57	0.00228
GO:0099518	vesicle cytoskeletal trafficking	16	3	0.28	0.00255
GO:0007432	salivary gland boundary specification	16	3	0.28	0.00255
GO:0006342	chromatin silencing	80	6	1.41	0.00279
GO:0001751	compound eye photoreceptor cell differen...	137	8	2.42	0.00283
GO:0008407	chaeta morphogenesis	34	4	0.6	0.00286
GO:0017148	negative regulation of translation	34	4	0.6	0.00286
GO:0031110	regulation of microtubule polymerization...	17	3	0.3	0.00305
GO:0034333	adherens junction assembly	17	3	0.3	0.00305
GO:0016043	cellular component organization	2073	68	36.63	0.00318
GO:0070828	heterochromatin organization	35	4	0.62	0.00318
GO:0008586	imaginal disc-derived wing vein morphoge...	35	4	0.62	0.00318
GO:0035335	peptidyl-tyrosine dephosphorylation	36	4	0.64	0.00353
GO:1902904	negative regulation of supramolecular fi...	18	3	0.32	0.00362
GO:0030718	germ-line stem cell population maintenan...	59	5	1.04	0.00371
GO:0031323	regulation of cellular metabolic process	1396	55	24.66	0.00386
GO:0065008	regulation of biological quality	1043	36	18.43	0.00390
GO:0031330	negative regulation of cellular cataboli...	37	4	0.65	0.00391
GO:0050807	regulation of synapse organization	145	8	2.56	0.00401
GO:0007317	regulation of pole plasm oskar mRNA loca...	19	3	0.34	0.00424
GO:0061013	regulation of mRNA catabolic process	19	3	0.34	0.00424
GO:0043966	histone H3 acetylation	19	3	0.34	0.00424
GO:0009887	animal organ morphogenesis	596	30	10.53	0.00433
GO:0009266	response to temperature stimulus	90	6	1.59	0.00501
GO:0060562	epithelial tube morphogenesis	372	17	6.57	0.00502
GO:0009605	response to external stimulus	637	29	11.25	0.00516
GO:0007165	signal transduction	1388	46	24.52	0.00549
GO:0007271	synaptic transmission, cholinergic	21	3	0.37	0.00568
GO:0009954	proximal/distal pattern formation	21	3	0.37	0.00568
GO:0048190	wing disc dorsal/ventral pattern formati...	41	4	0.72	0.00568
GO:0042461	photoreceptor cell development	93	6	1.64	0.00588
GO:0045893	positive regulation of transcription, DN...	296	12	5.23	0.00590
GO:0032147	activation of protein kinase activity	42	4	0.74	0.00619
GO:0040011	locomotion	520	26	9.19	0.00634
GO:0016476	regulation of embryonic cell shape	22	3	0.39	0.00649
GO:0051646	mitochondrion localization	22	3	0.39	0.00649
GO:0016246	RNA interference	22	3	0.39	0.00649
