GO.ID	Significant	test
GO:0009112	5	0.00044
GO:0019318	6	0.00056
GO:0044282	13	0.00059
GO:0034637	4	0.00094
GO:0006869	7	0.00203
GO:1901136	5	0.00222
GO:0019752	25	0.00228
GO:0044242	9	0.00235
GO:0008610	11	0.00248
GO:0008063	4	0.00394
GO:0043094	3	0.00430
GO:0019359	4	0.00503
GO:0009064	4	0.00565
GO:0009620	4	0.00632
GO:0009072	3	0.00734
GO:0055088	5	0.00798
GO:0019991	4	0.00863
GO:0055114	20	0.00909
GO:1901607	4	0.00951
GO:0006665	4	0.00951
GO:0044283	14	0.00981
GO:0030203	3	0.00992
GO:0006090	4	0.01249
GO:0044255	20	0.01464
GO:0070328	3	0.01466
GO:0016052	5	0.01486
GO:0055090	3	0.01648
GO:0016053	10	0.01821
GO:0046394	10	0.01821
GO:0007041	3	0.01843
GO:0007034	4	0.01866
GO:0072521	10	0.02124
GO:0007568	7	0.02358
GO:0090066	10	0.02385
GO:0042737	4	0.02475
GO:0042181	3	0.02498
GO:0032787	12	0.02666
GO:0017144	11	0.02700
GO:0045793	3	0.02741
GO:0016125	3	0.02741
GO:0006694	3	0.02741
GO:0045471	4	0.03002
GO:0016054	9	0.03472
GO:0046395	9	0.03472
GO:0072527	3	0.03542
GO:1901657	4	0.03591
GO:0008202	4	0.03591
GO:0006644	6	0.03617
GO:1901605	9	0.03837
GO:0031349	3	0.04135
GO:0048149	3	0.04135
GO:0008340	6	0.04204
GO:0042060	4	0.04242
GO:0072330	5	0.04388
GO:0008592	2	0.04451
GO:0045456	2	0.04451
GO:0044706	2	0.04451
GO:0006820	8	0.04588
GO:0034404	4	0.04711
GO:0046677	4	0.04956
GO:0007030	4	0.04956
GO:0008654	4	0.04956
