GO.ID	Term	Annotated	Significant	Expected	test
GO:0002764	immune response-regulating signaling pat...	15	3	0.16	0.00046
GO:0016236	macroautophagy	66	5	0.69	0.00059
GO:0045089	positive regulation of innate immune res...	19	3	0.2	0.00094
GO:0000422	autophagy of mitochondrion	23	3	0.24	0.00167
GO:0010623	programmed cell death involved in cell d...	83	5	0.87	0.00168
GO:0007033	vacuole organization	56	4	0.59	0.00269
GO:0032872	regulation of stress-activated MAPK casc...	59	4	0.62	0.00325
GO:0006886	intracellular protein transport	244	8	2.55	0.00377
GO:1902532	negative regulation of intracellular sig...	101	5	1.06	0.00397
GO:0009267	cellular response to starvation	64	4	0.67	0.00436
GO:0006637	acyl-CoA metabolic process	33	3	0.35	0.00478
GO:0006913	nucleocytoplasmic transport	106	5	1.11	0.00488
GO:0072659	protein localization to plasma membrane	35	3	0.37	0.00565
GO:0009260	ribonucleotide biosynthetic process	111	5	1.16	0.00592
GO:0007276	gamete generation	644	14	6.74	0.00619
GO:0048284	organelle fusion	71	4	0.74	0.00632
GO:0032879	regulation of localization	390	10	4.08	0.00701
GO:0070925	organelle assembly	275	8	2.88	0.00767
GO:0048066	developmental pigmentation	76	4	0.79	0.00802
GO:0048190	wing disc dorsal/ventral pattern formati...	41	3	0.43	0.00881
GO:0022412	cellular process involved in reproductio...	607	13	6.35	0.00948
GO:0071702	organic substance transport	622	17	6.51	0.00994
GO:0009218	pyrimidine ribonucleotide metabolic proc...	15	2	0.16	0.01038
GO:1901570	fatty acid derivative biosynthetic proce...	15	2	0.16	0.01038
GO:0060041	retina development in camera-type eye	15	2	0.16	0.01038
GO:0035337	fatty-acyl-CoA metabolic process	15	2	0.16	0.01038
GO:0009725	response to hormone	130	5	1.36	0.01136
GO:0002253	activation of immune response	16	2	0.17	0.01178
GO:0016197	endosomal transport	85	4	0.89	0.01180
GO:0051094	positive regulation of developmental pro...	183	6	1.91	0.01193
GO:0051049	regulation of transport	246	7	2.57	0.01400
GO:0051236	establishment of RNA localization	90	4	0.94	0.01432
GO:0050657	nucleic acid transport	90	4	0.94	0.01432
GO:0050658	RNA transport	90	4	0.94	0.01432
GO:0045454	cell redox homeostasis	18	2	0.19	0.01482
GO:0043010	camera-type eye development	18	2	0.19	0.01482
GO:0042592	homeostatic process	373	9	3.9	0.01518
GO:0032869	cellular response to insulin stimulus	51	3	0.53	0.01598
GO:0016241	regulation of macroautophagy	19	2	0.2	0.01645
GO:0040018	positive regulation of multicellular org...	19	2	0.2	0.01645
GO:0032868	response to insulin	53	3	0.55	0.01771
GO:0034030	ribonucleoside bisphosphate biosynthetic...	20	2	0.21	0.01816
GO:0034033	purine nucleoside bisphosphate biosynthe...	20	2	0.21	0.01816
GO:0006904	vesicle docking involved in exocytosis	20	2	0.21	0.01816
GO:0048070	regulation of developmental pigmentation	20	2	0.21	0.01816
GO:0033866	nucleoside bisphosphate biosynthetic pro...	20	2	0.21	0.01816
GO:0071375	cellular response to peptide hormone sti...	54	3	0.56	0.01861
GO:1901653	cellular response to peptide	54	3	0.56	0.01861
GO:0006906	vesicle fusion	54	3	0.56	0.01861
