GO.ID	test
GO:0008203	0.00041
GO:0019377	0.00072
GO:0006635	0.00073
GO:0015740	0.00142
GO:0007041	0.00254
GO:0006888	0.00298
GO:0019915	0.00346
GO:0005978	0.00481
GO:0006629	0.00573
GO:0019400	0.00635
GO:1902358	0.00809
GO:0008340	0.01102
GO:0001676	0.01210
GO:0000302	0.01210
GO:0002252	0.01410
GO:0007040	0.01943
GO:0006665	0.01951
GO:0015893	0.02219
GO:0015909	0.02511
GO:0009064	0.02817
GO:0030203	0.03138
GO:0046471	0.04614
GO:0034063	0.04614
GO:0046579	0.04614
GO:0030576	0.04614
GO:0030260	0.04614
GO:0016199	0.04614
GO:0060573	0.04614
GO:2000134	0.04614
GO:1902017	0.04614
GO:0035309	0.04614
GO:0070584	0.04614
GO:0072578	0.04614
