GO.ID	Significant	test
GO:0018105	3	0.0012
GO:0007266	3	0.0013
GO:0030029	6	0.0029
GO:0045792	2	0.0033
GO:0035210	2	0.0037
GO:0009987	41	0.0045
GO:0045944	5	0.0055
GO:0045666	3	0.0056
GO:0030335	2	0.0058
GO:0046578	3	0.0059
GO:0032535	6	0.0059
GO:0009887	9	0.0061
GO:0003382	2	0.0090
GO:0048545	2	0.0113
GO:0043401	2	0.0113
GO:0071383	2	0.0113
GO:0045793	2	0.0121
GO:0030036	5	0.0121
GO:0032482	2	0.0137
GO:0006470	3	0.0150
GO:0030522	2	0.0164
GO:0071495	4	0.0173
GO:0035114	5	0.0182
GO:0009755	2	0.0182
GO:0035335	2	0.0182
GO:0035107	5	0.0190
GO:0009612	2	0.0192
GO:0007552	6	0.0194
GO:0048737	5	0.0196
GO:0071396	2	0.0202
GO:0048736	5	0.0219
GO:0032870	3	0.0220
GO:0022404	2	0.0255
GO:0030155	2	0.0266
GO:0042335	3	0.0266
GO:0009719	4	0.0269
GO:0060322	3	0.0272
GO:0016485	2	0.0277
GO:0048878	4	0.0287
GO:1904397	2	0.0289
GO:0045886	2	0.0289
GO:0065007	31	0.0292
GO:1905809	2	0.0301
GO:0051964	2	0.0301
GO:0031344	3	0.0304
GO:0120035	3	0.0304
GO:0035295	7	0.0328
GO:0071407	2	0.0349
GO:0016319	2	0.0362
GO:0008064	2	0.0388
GO:0009725	3	0.0389
GO:0030832	2	0.0401
GO:0055088	2	0.0401
GO:0051225	2	0.0401
GO:0007369	2	0.0414
GO:0016358	3	0.0420
GO:0031346	2	0.0442
GO:0016482	2	0.0442
GO:0051130	4	0.0448
GO:0048732	3	0.0460
GO:0016311	3	0.0468
GO:0090130	3	0.0485
