GO.ID	Term	Annotated	Significant	Expected	test
GO:0043547	positive regulation of GTPase activity	89	2	0.09	0.0032
GO:0050916	sensory perception of sweet taste	16	1	0.02	0.0157
GO:0050912	detection of chemical stimulus involved ...	17	1	0.02	0.0167
GO:0007584	response to nutrient	21	1	0.02	0.0206
GO:0090100	positive regulation of transmembrane rec...	21	1	0.02	0.0206
GO:0034285	response to disaccharide	24	1	0.02	0.0235
GO:0009743	response to carbohydrate	31	1	0.03	0.0303
GO:0007165	signal transduction	1388	4	1.37	0.0311
GO:0071773	cellular response to BMP stimulus	36	1	0.04	0.0351
GO:0071772	response to BMP	37	1	0.04	0.0361
GO:0090092	regulation of transmembrane receptor pro...	43	1	0.04	0.0418
GO:0050896	response to stimulus	2364	5	2.34	0.0456
GO:0008045	motor neuron axon guidance	49	1	0.05	0.0475
GO:0023052	signaling	1572	4	1.56	0.0476
GO:0050909	sensory perception of taste	50	1	0.05	0.0485
GO:0051346	negative regulation of hydrolase activit...	51	1	0.05	0.0494
