GO.ID	Term	Annotated	Significant	Expected	test
GO:0060560	developmental growth involved in morphog...	97	13	3.83	0.00010
GO:0016325	oocyte microtubule cytoskeleton organiza...	23	6	0.91	0.00020
GO:1902533	positive regulation of intracellular sig...	133	15	5.24	0.00022
GO:0007475	apposition of dorsal and ventral imagina...	16	5	0.63	0.00028
GO:0007166	cell surface receptor signaling pathway	594	53	23.42	0.00029
GO:0045944	positive regulation of transcription by ...	199	19	7.85	0.00030
GO:0048749	compound eye development	298	35	11.75	0.00033
GO:0042067	establishment of ommatidial planar polar...	57	9	2.25	0.00034
GO:0051493	regulation of cytoskeleton organization	125	14	4.93	0.00038
GO:0035162	embryonic hemopoiesis	17	5	0.67	0.00039
GO:0008101	decapentaplegic signaling pathway	17	5	0.67	0.00039
GO:0061061	muscle structure development	195	23	7.69	0.00040
GO:0006355	regulation of transcription, DNA-templat...	833	64	32.85	0.00041
GO:0046843	dorsal appendage formation	36	7	1.42	0.00043
GO:0030510	regulation of BMP signaling pathway	29	6	1.14	0.00079
GO:0007309	oocyte axis specification	92	11	3.63	0.00092
GO:0009952	anterior/posterior pattern specification	138	14	5.44	0.00103
GO:0048813	dendrite morphogenesis	123	13	4.85	0.00106
GO:0031532	actin cytoskeleton reorganization	21	5	0.83	0.00111
GO:0046580	negative regulation of Ras protein signa...	21	5	0.83	0.00111
GO:0043405	regulation of MAP kinase activity	32	6	1.26	0.00136
GO:0016476	regulation of embryonic cell shape	22	5	0.87	0.00139
GO:0006898	receptor-mediated endocytosis	44	7	1.74	0.00150
GO:0008037	cell recognition	92	12	3.63	0.00178
GO:0042060	wound healing	58	8	2.29	0.00182
GO:0030718	germ-line stem cell population maintenan...	59	8	2.33	0.00204
GO:0045664	regulation of neuron differentiation	149	14	5.88	0.00216
GO:0007298	border follicle cell migration	102	11	4.02	0.00216
GO:0046661	male sex differentiation	35	6	1.38	0.00220
GO:0035265	organ growth	60	8	2.37	0.00227
GO:0010004	gastrulation involving germ band extensi...	25	5	0.99	0.00255
GO:0007419	ventral cord development	36	6	1.42	0.00256
GO:0009880	embryonic pattern specification	169	15	6.66	0.00266
GO:0009953	dorsal/ventral pattern formation	105	11	4.14	0.00272
GO:0051239	regulation of multicellular organismal p...	578	45	22.79	0.00309
GO:0001666	response to hypoxia	50	7	1.97	0.00321
GO:0007254	JNK cascade	64	8	2.52	0.00344
GO:0007426	tracheal outgrowth, open tracheal system	17	4	0.67	0.00375
GO:0035147	branch fusion, open tracheal system	17	4	0.67	0.00375
GO:0045467	R7 cell development	17	4	0.67	0.00375
GO:0040003	chitin-based cuticle development	65	8	2.56	0.00379
GO:0001751	compound eye photoreceptor cell differen...	137	17	5.4	0.00381
