GO.ID	Term	Annotated	Significant	Expected	test
GO:0006355	regulation of transcription, DNA-templat...	525	9	3.21	0.0034
GO:0030522	intracellular receptor signaling pathway	19	2	0.12	0.0058
GO:0018209	peptidyl-serine modification	20	2	0.12	0.0064
GO:0033043	regulation of organelle organization	132	4	0.81	0.0081
GO:0032535	regulation of cellular component size	69	3	0.42	0.0083
GO:0031032	actomyosin structure organization	24	2	0.15	0.0092
GO:0006470	protein dephosphorylation	77	3	0.47	0.0112
GO:0048522	positive regulation of cellular process	433	7	2.64	0.0140
GO:0008361	regulation of cell size	31	2	0.19	0.0151
GO:0044087	regulation of cellular component biogene...	86	3	0.53	0.0151
GO:0080135	regulation of cellular response to stres...	33	2	0.2	0.0170
GO:0006357	regulation of transcription by RNA polym...	256	5	1.56	0.0184
GO:0007416	synapse assembly	35	2	0.21	0.0190
GO:0045944	positive regulation of transcription by ...	35	2	0.21	0.0190
GO:0043408	regulation of MAPK cascade	35	2	0.21	0.0190
GO:0035335	peptidyl-tyrosine dephosphorylation	36	2	0.22	0.0200
GO:0048518	positive regulation of biological proces...	472	7	2.88	0.0216
GO:0051962	positive regulation of nervous system de...	38	2	0.23	0.0222
GO:1902531	regulation of intracellular signal trans...	100	3	0.61	0.0225
GO:0051130	positive regulation of cellular componen...	101	3	0.62	0.0231
GO:0007528	neuromuscular junction development	39	2	0.24	0.0233
GO:0008154	actin polymerization or depolymerization	41	2	0.25	0.0256
GO:0006366	transcription by RNA polymerase II	280	5	1.71	0.0261
GO:0023014	signal transduction by protein phosphory...	44	2	0.27	0.0292
GO:0000165	MAPK cascade	44	2	0.27	0.0292
GO:1902680	positive regulation of RNA biosynthetic ...	114	3	0.7	0.0316
GO:1903508	positive regulation of nucleic acid-temp...	114	3	0.7	0.0316
GO:0051301	cell division	115	3	0.7	0.0323
GO:0051604	protein maturation	48	2	0.29	0.0343
GO:0032956	regulation of actin cytoskeleton organiz...	48	2	0.29	0.0343
GO:0080090	regulation of primary metabolic process	781	13	4.77	0.0354
GO:0032970	regulation of actin filament-based proce...	49	2	0.3	0.0356
GO:0010564	regulation of cell cycle process	50	2	0.31	0.0369
GO:0031323	regulation of cellular metabolic process	793	13	4.84	0.0409
GO:0051254	positive regulation of RNA metabolic pro...	127	3	0.78	0.0415
GO:0007169	transmembrane receptor protein tyrosine ...	54	2	0.33	0.0425
GO:0016311	dephosphorylation	131	3	0.8	0.0448
GO:0010638	positive regulation of organelle organiz...	58	2	0.35	0.0484
GO:0080134	regulation of response to stress	59	2	0.36	0.0499
