GO.ID	test
GO:0044087	0.0079
GO:1904397	0.0161
GO:0008306	0.0161
GO:0051964	0.0161
GO:1905809	0.0161
GO:0042048	0.0161
GO:0045886	0.0161
GO:0007612	0.0177
GO:0007613	0.0177
GO:0007635	0.0177
GO:0042752	0.0177
GO:0046164	0.0177
GO:0046174	0.0177
GO:0045475	0.0177
GO:0006641	0.0192
GO:0040014	0.0208
GO:1901616	0.0224
GO:0007622	0.0224
GO:0048512	0.0224
GO:0046578	0.0224
GO:0030431	0.0240
GO:0034314	0.0240
GO:0035264	0.0256
GO:0006638	0.0272
GO:0006639	0.0272
GO:0009408	0.0287
GO:0045010	0.0287
GO:0007611	0.0303
GO:0048640	0.0319
GO:0051056	0.0335
GO:0050890	0.0335
GO:0048588	0.0335
GO:0007623	0.0366
GO:0030838	0.0366
GO:0045926	0.0366
GO:0008582	0.0382
GO:0042063	0.0382
GO:0051963	0.0397
GO:0048639	0.0397
GO:0032273	0.0413
GO:0007265	0.0413
GO:1904396	0.0428
GO:0009266	0.0428
GO:0019751	0.0428
GO:0051961	0.0428
GO:0043087	0.0444
GO:0051124	0.0444
GO:1902905	0.0460
GO:0045927	0.0475
GO:0008340	0.0475
GO:0031334	0.0475
GO:0032259	0.0478
GO:0051128	0.0485
GO:0016052	0.0490
GO:0051495	0.0490
GO:0010259	0.0490
GO:0008344	0.0490
