GO.ID	Significant	test
GO:0000398	36	0.00015
GO:0009062	10	0.00036
GO:0006458	8	0.00038
GO:0007030	17	0.00061
GO:0002183	8	0.00061
GO:0043412	165	0.00166
GO:0006364	25	0.00184
GO:0006281	35	0.00269
GO:0006271	7	0.00339
GO:0034613	75	0.00397
GO:0006413	25	0.00399
GO:0032456	9	0.00413
GO:0032008	8	0.00528
GO:0090068	9	0.00537
GO:0042273	12	0.00554
GO:0033365	30	0.00624
GO:0048584	60	0.00632
GO:0006612	7	0.00665
GO:0065002	7	0.00665
GO:1903362	13	0.00715
GO:0034622	78	0.00784
GO:0090066	38	0.00807
GO:0051603	42	0.00828
GO:0042274	13	0.00846
GO:0009100	21	0.00880
GO:0072593	8	0.00903
GO:1903050	12	0.01134
GO:0006626	6	0.01134
GO:0072655	6	0.01134
GO:0030258	13	0.01164
GO:0019395	7	0.01181
GO:0019941	39	0.01258
GO:0032386	12	0.01334
GO:0043632	40	0.01347
GO:0007005	23	0.01351
GO:0044267	260	0.01416
GO:0009451	17	0.01443
GO:0042181	8	0.01446
GO:0061136	11	0.01524
GO:0000302	7	0.01526
GO:0010647	53	0.01528
GO:0023056	53	0.01528
GO:0070585	6	0.01532
GO:0006635	6	0.01532
GO:0009101	18	0.01560
GO:0034728	13	0.01568
GO:0006979	19	0.01664
GO:2000058	10	0.01734
GO:0006511	37	0.01777
GO:1901564	363	0.01783
GO:0030510	8	0.01792
GO:0036211	145	0.01866
GO:0006464	145	0.01866
GO:0034470	41	0.01893
GO:0034440	7	0.01937
GO:0051299	6	0.02017
GO:1901989	6	0.02017
GO:0098728	6	0.02017
GO:0006352	13	0.02070
GO:0060627	22	0.02092
GO:0045732	12	0.02096
GO:0071840	330	0.02192
GO:0010770	8	0.02194
GO:0006399	19	0.02268
GO:0006886	48	0.02310
GO:1903364	10	0.02415
GO:0006289	7	0.02419
GO:0008592	5	0.02648
GO:0072599	5	0.02648
GO:0006486	16	0.02659
GO:0032434	9	0.02778
GO:0033206	9	0.02778
GO:0045184	64	0.02783
GO:0007517	17	0.02803
GO:0070646	11	0.02808
GO:0072594	20	0.02842
GO:0032535	26	0.02879
GO:0015031	62	0.02904
GO:0051130	38	0.02936
GO:0009967	48	0.02956
GO:0043413	16	0.02959
GO:0006996	196	0.02997
GO:0198738	19	0.03026
GO:0008088	8	0.03181
GO:0032436	8	0.03181
GO:0051272	9	0.03265
GO:0010976	9	0.03265
GO:0016579	9	0.03265
GO:1901800	9	0.03265
GO:0045746	9	0.03265
GO:0043486	6	0.03277
GO:1902099	6	0.03277
GO:0072657	20	0.03292
GO:0022613	68	0.03364
GO:0009167	27	0.03364
GO:0009126	27	0.03364
GO:0042176	18	0.03375
GO:0000027	5	0.03480
GO:0043410	11	0.03681
GO:0046907	94	0.03767
GO:0009063	10	0.03770
GO:0006367	10	0.03770
GO:0009620	8	0.03773
GO:2000060	8	0.03773
GO:1903052	9	0.03809
GO:0009123	29	0.03908
GO:0031346	12	0.04019
GO:0098930	6	0.04063
GO:0009161	28	0.04193
GO:0060070	13	0.04295
GO:0006333	10	0.04319
GO:1990542	7	0.04341
GO:0006334	7	0.04341
GO:0070085	16	0.04408
GO:0031497	9	0.04412
GO:0044282	25	0.04415
GO:0006400	8	0.04434
GO:0006891	5	0.04458
GO:0043162	5	0.04458
GO:1901992	5	0.04458
GO:0048132	5	0.04458
GO:0062013	5	0.04458
GO:0034314	5	0.04458
GO:0050000	5	0.04458
GO:0015833	62	0.04496
GO:0090174	12	0.04517
GO:0051301	40	0.04709
GO:0051604	13	0.04785
GO:0006323	16	0.04838
GO:0000819	16	0.04838
GO:0060538	10	0.04921
GO:0032886	10	0.04921
GO:0007029	6	0.04959
GO:0030516	6	0.04959
GO:0061387	6	0.04959
GO:0045010	6	0.04959
