GO.ID	Significant	test
GO:0007088	2	0.006
GO:0006470	2	0.017
GO:0006259	5	0.025
GO:0098813	2	0.025
GO:0007059	2	0.033
GO:0045456	1	0.033
GO:1902653	1	0.036
GO:0030011	1	0.036
GO:0003014	1	0.036
GO:0019933	1	0.038
GO:0006891	1	0.038
GO:0007099	1	0.038
GO:0043666	1	0.038
GO:0010256	2	0.039
GO:0016311	2	0.039
GO:0001700	2	0.039
GO:0016126	1	0.042
GO:0007110	1	0.042
GO:0050821	1	0.042
GO:0098534	1	0.044
GO:0030071	1	0.044
GO:0007406	1	0.046
GO:2000178	1	0.046
GO:1902099	1	0.046
GO:0010921	1	0.049
GO:0007338	1	0.049
GO:0007188	1	0.049
