GO.ID	Significant	test
GO:0007562	2	0.00043
GO:0060359	2	0.00055
GO:0043279	2	0.00061
GO:0072347	2	0.00082
GO:1901700	4	0.00104
GO:0009410	2	0.00124
GO:0010212	2	0.00143
GO:0000077	2	0.00174
GO:0031349	2	0.00197
GO:0032103	2	0.00328
GO:0071478	2	0.00439
GO:1901617	2	0.00473
GO:0045475	2	0.00527
GO:0042303	2	0.00791
GO:0031570	3	0.00849
GO:0002066	3	0.00969
GO:0050954	2	0.01002
GO:0048609	5	0.01087
GO:0032504	5	0.01222
GO:0009266	2	0.01319
GO:0014070	2	0.01462
GO:0019098	2	0.01673
GO:0022414	5	0.01765
GO:0000003	5	0.01926
GO:0030534	2	0.02416
GO:0000122	2	0.02715
GO:0048513	5	0.02869
GO:0046173	1	0.02930
GO:0030856	1	0.02930
GO:1901616	1	0.03123
GO:0006576	1	0.03123
GO:0018991	1	0.03123
GO:0030518	1	0.03123
GO:0003008	4	0.03218
GO:0051491	1	0.03315
GO:0046879	1	0.03507
GO:0009072	1	0.03507
GO:0046883	1	0.03507
GO:0006520	2	0.03652
GO:1902749	1	0.03698
GO:0010389	1	0.03698
GO:0050708	1	0.03698
GO:0009914	1	0.03698
GO:0120034	1	0.03889
GO:0002225	1	0.03889
GO:0048070	1	0.03889
GO:0002760	1	0.03889
GO:0044106	1	0.03889
GO:0002922	1	0.03889
GO:0002702	1	0.03889
GO:0009308	1	0.03889
GO:0034637	1	0.03889
GO:0002833	1	0.04080
GO:0044774	1	0.04080
GO:0016334	1	0.04080
GO:0002699	1	0.04080
GO:0002805	1	0.04270
GO:0002777	1	0.04270
GO:0016059	1	0.04460
GO:0050832	1	0.04460
GO:0000302	1	0.04460
GO:0042136	1	0.04460
GO:0000086	1	0.04460
GO:0070328	1	0.04460
GO:0032940	2	0.04650
GO:0022400	1	0.04650
GO:0055090	1	0.04650
GO:1903522	1	0.04650
GO:0008016	1	0.04650
GO:0048085	1	0.04650
GO:0044331	1	0.04650
GO:0034285	1	0.04650
GO:0044839	1	0.04839
GO:0051489	1	0.04839
GO:0019953	4	0.04958
GO:0044703	4	0.04958
