GO.ID	Significant	test
GO:0006352	2	0.00067
GO:0036315	1	0.01126
GO:0071390	1	0.01126
GO:1901655	1	0.01196
GO:0006383	1	0.01196
GO:0050000	1	0.01196
GO:0016032	1	0.01476
GO:0042147	1	0.01546
GO:0051607	1	0.01546
GO:1901568	1	0.01615
GO:0097306	1	0.01685
GO:0043901	1	0.01685
GO:0048814	1	0.01685
GO:0009615	1	0.01755
GO:0035167	1	0.01825
GO:0006406	1	0.01894
GO:0035166	1	0.01894
GO:0044403	1	0.01964
GO:0071427	1	0.02033
GO:0030838	1	0.02450
GO:0048542	1	0.02450
GO:0050773	1	0.02588
GO:0071396	1	0.02658
GO:0035075	1	0.02727
GO:0036314	1	0.02727
GO:1901654	1	0.02865
GO:0032273	1	0.02865
GO:0044419	1	0.02865
GO:0071426	1	0.02934
GO:0051028	1	0.02934
GO:0071166	1	0.02934
GO:0002697	1	0.03072
GO:0006367	1	0.03141
GO:0030833	1	0.03416
GO:0002831	1	0.03416
GO:1902905	1	0.03416
GO:0006606	1	0.03485
GO:0009408	1	0.03485
GO:0031334	1	0.03554
GO:0071407	1	0.03554
GO:0006611	1	0.03622
GO:0051170	1	0.03691
GO:0008064	1	0.03759
GO:0006405	1	0.03759
GO:0030041	1	0.03759
GO:0051495	1	0.03759
GO:0030832	1	0.03828
GO:0032271	1	0.03828
GO:0000281	1	0.03965
GO:0016482	1	0.04033
GO:0030718	1	0.04102
GO:0007052	1	0.04170
GO:0007010	2	0.04208
GO:0034504	1	0.04238
GO:0051168	1	0.04238
GO:0046907	2	0.04384
GO:0033993	1	0.04443
GO:0031347	1	0.04443
GO:0008154	1	0.04511
GO:0030097	1	0.04579
GO:0110053	1	0.04579
GO:0017038	1	0.04647
GO:0019827	1	0.04987
GO:0031503	1	0.04987
GO:0098727	1	0.04987
