GO.ID	Significant	test
GO:0005977	5	0.00018
GO:0007390	4	0.00034
GO:0016203	5	0.00045
GO:0007519	4	0.00055
GO:0006936	4	0.00068
GO:0007525	7	0.00116
GO:0044275	4	0.00145
GO:0000272	4	0.00145
GO:0035206	4	0.00200
GO:0030239	13	0.00214
GO:0030855	15	0.00287
GO:0007155	11	0.00308
GO:0014902	5	0.00323
GO:0051017	4	0.00351
GO:0002764	3	0.00394
GO:0002253	3	0.00477
GO:0001736	7	0.00483
GO:0007498	5	0.00507
GO:0035150	5	0.00551
GO:0006109	3	0.00570
GO:1903008	4	0.00630
GO:0034613	17	0.00696
GO:0062012	4	0.00700
GO:0055088	5	0.00700
GO:0045089	3	0.00786
GO:0046328	5	0.00814
GO:0042060	5	0.00875
GO:0006914	8	0.00894
GO:0048138	3	0.00910
GO:0030335	3	0.00910
GO:0043486	3	0.01045
GO:0030707	11	0.01143
GO:0002064	12	0.01173
GO:0007062	3	0.01191
GO:0008544	5	0.01311
GO:0002066	11	0.01329
GO:0000422	3	0.01347
GO:0010669	3	0.01515
GO:0030155	4	0.01557
GO:0031667	7	0.01651
GO:0002065	11	0.01675
GO:0035148	3	0.01695
GO:0061726	3	0.01695
GO:0006006	3	0.01695
GO:0042594	6	0.01729
GO:0009991	7	0.01793
GO:0007431	6	0.01813
GO:0035272	6	0.01813
GO:0035152	5	0.01874
GO:0008258	3	0.01885
GO:0007015	10	0.01890
GO:0035316	4	0.01945
GO:0035317	4	0.01945
GO:0072359	6	0.02082
GO:0035315	4	0.02087
GO:0007010	31	0.02129
GO:0034330	5	0.02326
GO:0009913	4	0.02388
GO:0007298	6	0.02481
GO:0043410	4	0.02548
GO:0016331	6	0.02588
GO:0035295	19	0.02656
GO:0007275	55	0.02864
GO:0035220	12	0.02937
GO:0034332	3	0.03010
GO:0060537	6	0.03077
GO:0035239	15	0.03184
GO:0008202	4	0.03252
GO:0002165	16	0.03260
GO:0007443	3	0.03269
GO:0045197	3	0.03269
GO:0043473	5	0.03277
GO:0010927	17	0.03329
GO:0007306	4	0.03444
GO:0061333	3	0.03539
GO:0006888	3	0.03539
GO:0009179	3	0.03539
GO:0009135	3	0.03539
GO:0043044	3	0.03539
GO:0016310	24	0.03558
GO:0010623	5	0.03588
GO:0055002	15	0.03629
GO:0007297	6	0.03692
GO:0030522	3	0.03821
GO:0061024	8	0.04039
GO:0000819	5	0.04086
GO:0055001	15	0.04093
GO:1901991	3	0.04114
GO:0035159	3	0.04114
GO:0008039	3	0.04114
GO:0009185	3	0.04114
GO:1905881	2	0.04203
GO:0030856	2	0.04203
GO:1903036	2	0.04203
GO:0048646	25	0.04205
GO:0042445	4	0.04277
GO:0060541	8	0.04391
GO:0048619	3	0.04417
GO:1901988	3	0.04417
GO:0046843	3	0.04417
GO:0007304	4	0.04502
GO:0001667	7	0.04618
GO:0007507	5	0.04625
GO:0035088	3	0.04732
GO:0061245	3	0.04732
GO:0033301	2	0.04736
GO:0033692	2	0.04736
GO:0000271	2	0.04736
GO:0030703	4	0.04971
