GO.ID	test
GO:0036265	0.00034
GO:0006744	0.00040
GO:0032981	0.00112
GO:0036388	0.00112
GO:0032508	0.00180
GO:0000727	0.00231
GO:0050829	0.00306
GO:0044743	0.00590
GO:0006270	0.00590
GO:0065002	0.01095
GO:0006281	0.01096
GO:1990542	0.01735
GO:0007029	0.01735
GO:0045814	0.02705
GO:0006625	0.03197
GO:0070127	0.03197
GO:0002786	0.03197
GO:0050830	0.03197
GO:0061058	0.03197
GO:0045943	0.03197
GO:2000641	0.03197
GO:0006145	0.03197
GO:0007307	0.03197
GO:0000492	0.03197
GO:1902017	0.03197
GO:0006552	0.03197
GO:0072595	0.03197
GO:0001881	0.03197
GO:0048056	0.03197
GO:0008630	0.03197
GO:0030576	0.03197
GO:0043966	0.03197
GO:1901836	0.03197
GO:0008069	0.03197
GO:0006360	0.04174
GO:1900182	0.04241
GO:0035307	0.04241
GO:0045910	0.04241
GO:0016973	0.04241
GO:1902969	0.04241
GO:0007021	0.04241
GO:0001764	0.04241
GO:0046329	0.04241
GO:0045824	0.04241
GO:0015919	0.04241
GO:0021543	0.04241
GO:0032324	0.04241
