GO.ID	Term	Annotated	Significant	Expected	test
GO:1901607	alpha-amino acid biosynthetic process	37	6	1.11	0.00074
GO:0010976	positive regulation of neuron projection...	38	6	1.14	0.00086
GO:0009168	purine ribonucleoside monophosphate bios...	61	7	1.84	0.00223
GO:0030239	myofibril assembly	46	6	1.38	0.00238
GO:0008345	larval locomotory behavior	33	5	0.99	0.00281
GO:0031532	actin cytoskeleton reorganization	21	4	0.63	0.00319
GO:0032506	cytokinetic process	34	5	1.02	0.00322
GO:0045010	actin nucleation	23	4	0.69	0.00451
GO:0051124	synaptic growth at neuromuscular junctio...	130	10	3.91	0.00567
GO:1904396	regulation of neuromuscular junction dev...	110	9	3.31	0.00574
GO:0046390	ribose phosphate biosynthetic process	112	9	3.37	0.00645
GO:0022604	regulation of cell morphogenesis	134	10	4.03	0.00700
GO:0009066	aspartate family amino acid metabolic pr...	26	4	0.78	0.00709
GO:0120035	regulation of plasma membrane bounded ce...	118	13	3.55	0.00890
GO:0043401	steroid hormone mediated signaling pathw...	28	4	0.84	0.00927
GO:0045448	mitotic cell cycle, embryonic	28	4	0.84	0.00927
GO:0071901	negative regulation of protein serine/th...	15	3	0.45	0.00937
GO:0009165	nucleotide biosynthetic process	142	10	4.28	0.01036
GO:0009112	nucleobase metabolic process	29	4	0.87	0.01051
GO:0009152	purine ribonucleotide biosynthetic proce...	101	8	3.04	0.01087
GO:0007562	eclosion	16	3	0.48	0.01128
GO:0030518	intracellular steroid hormone receptor s...	16	3	0.48	0.01128
GO:0043069	negative regulation of programmed cell d...	82	7	2.47	0.01143
GO:0009719	response to endogenous stimulus	198	15	5.96	0.01205
GO:0035316	non-sensory hair organization	47	5	1.41	0.01296
GO:0035317	imaginal disc-derived wing hair organiza...	47	5	1.41	0.01296
GO:0045887	positive regulation of synaptic growth a...	31	4	0.93	0.01329
GO:0010324	membrane invagination	17	3	0.51	0.01339
GO:0046579	positive regulation of Ras protein signa...	17	3	0.51	0.01339
GO:0048015	phosphatidylinositol-mediated signaling	17	3	0.51	0.01339
GO:0099024	plasma membrane invagination	17	3	0.51	0.01339
GO:0051057	positive regulation of small GTPase medi...	17	3	0.51	0.01339
GO:0090306	spindle assembly involved in meiosis	17	3	0.51	0.01339
GO:0006164	purine nucleotide biosynthetic process	105	8	3.16	0.01355
GO:0008582	regulation of synaptic growth at neuromu...	105	8	3.16	0.01355
GO:0010033	response to organic substance	399	23	12.01	0.01376
GO:1901605	alpha-amino acid metabolic process	91	14	2.74	0.01402
GO:0035315	hair cell differentiation	48	5	1.45	0.01412
GO:1901700	response to oxygen-containing compound	243	14	7.32	0.01471
GO:1904398	positive regulation of neuromuscular jun...	32	4	0.96	0.01483
GO:0042737	drug catabolic process	49	5	1.48	0.01535
GO:0042440	pigment metabolic process	87	7	2.62	0.01550
GO:0043524	negative regulation of neuron apoptotic ...	18	3	0.54	0.01572
GO:0048017	inositol lipid-mediated signaling	18	3	0.54	0.01572
GO:0009072	aromatic amino acid family metabolic pro...	18	3	0.54	0.01572
GO:0000915	actomyosin contractile ring assembly	18	3	0.54	0.01572
GO:0009913	epidermal cell differentiation	50	5	1.51	0.01665
GO:0072522	purine-containing compound biosynthetic ...	109	8	3.28	0.01668
GO:0051704	multi-organism process	898	38	27.04	0.01745
GO:0051963	regulation of synapse assembly	110	8	3.31	0.01754
GO:0016049	cell growth	132	9	3.97	0.01782
GO:0050770	regulation of axonogenesis	51	5	1.54	0.01802
GO:0006497	protein lipidation	34	4	1.02	0.01826
GO:0035011	melanotic encapsulation of foreign targe...	19	3	0.57	0.01826
GO:0000912	assembly of actomyosin apparatus involve...	19	3	0.57	0.01826
GO:0009260	ribonucleotide biosynthetic process	111	8	3.34	0.01843
GO:0006793	phosphorus metabolic process	980	47	29.5	0.01919
GO:0051965	positive regulation of synapse assembly	35	4	1.05	0.02014
GO:0042158	lipoprotein biosynthetic process	35	4	1.05	0.02014
GO:0009150	purine ribonucleotide metabolic process	181	11	5.45	0.02045
GO:0032868	response to insulin	53	5	1.6	0.02098
GO:0035023	regulation of Rho protein signal transdu...	20	3	0.6	0.02102
GO:0030855	epithelial cell differentiation	305	16	9.18	0.02129
GO:0048729	tissue morphogenesis	491	23	14.78	0.02217
GO:0010975	regulation of neuron projection developm...	93	11	2.8	0.02219
GO:0006163	purine nucleotide metabolic process	185	11	5.57	0.02362
GO:0006730	one-carbon metabolic process	21	3	0.63	0.02399
GO:0051225	spindle assembly	55	5	1.66	0.02425
GO:0050773	regulation of dendrite development	37	4	1.11	0.02426
GO:0072521	purine-containing compound metabolic pro...	210	12	6.32	0.02441
GO:0031032	actomyosin structure organization	84	10	2.53	0.02467
GO:0010769	regulation of cell morphogenesis involve...	75	6	2.26	0.02494
GO:0006796	phosphate-containing compound metabolic ...	968	46	29.14	0.02550
GO:0009117	nucleotide metabolic process	236	13	7.11	0.02556
GO:0048640	negative regulation of developmental gro...	76	6	2.29	0.02642
GO:0043066	negative regulation of apoptotic process	76	6	2.29	0.02642
GO:0051270	regulation of cellular component movemen...	76	6	2.29	0.02642
GO:0007266	Rho protein signal transduction	38	4	1.14	0.02649
GO:0040017	positive regulation of locomotion	38	4	1.14	0.02649
GO:0051272	positive regulation of cellular componen...	38	4	1.14	0.02649
GO:0009069	serine family amino acid metabolic proce...	22	3	0.66	0.02717
GO:0043434	response to peptide hormone	57	5	1.72	0.02782
GO:0040008	regulation of growth	264	14	7.95	0.02788
GO:0060548	negative regulation of cell death	98	7	2.95	0.02789
GO:0042157	lipoprotein metabolic process	39	4	1.17	0.02884
GO:0040012	regulation of locomotion	78	6	2.35	0.02956
GO:0009888	tissue development	787	33	23.69	0.02969
GO:1901652	response to peptide	58	5	1.75	0.02973
GO:0071684	organism emergence from protective struc...	23	3	0.69	0.03057
GO:0009259	ribonucleotide metabolic process	193	11	5.81	0.03099
GO:0002009	morphogenesis of an epithelium	480	22	14.45	0.03103
GO:0007424	open tracheal system development	169	10	5.09	0.03108
GO:0009725	response to hormone	130	11	3.91	0.03142
GO:0002252	immune effector process	80	6	2.41	0.03293
GO:0051259	protein complex oligomerization	41	4	1.23	0.03391
GO:0048638	regulation of developmental growth	196	11	5.9	0.03414
GO:0043523	regulation of neuron apoptotic process	24	3	0.72	0.03418
GO:0032270	positive regulation of cellular protein ...	248	13	7.47	0.03621
GO:0005977	glycogen metabolic process	25	3	0.75	0.03801
GO:1902667	regulation of axon guidance	25	3	0.75	0.03801
GO:0044837	actomyosin contractile ring organization	25	3	0.75	0.03801
GO:0017144	drug metabolic process	250	13	7.53	0.03826
GO:0008286	insulin receptor signaling pathway	43	4	1.29	0.03947
GO:0045017	glycerolipid biosynthetic process	43	4	1.29	0.03947
GO:0009611	response to wounding	84	6	2.53	0.04041
GO:0035010	encapsulation of foreign target	26	3	0.78	0.04204
GO:0001737	establishment of imaginal disc-derived w...	26	3	0.78	0.04204
GO:0051402	neuron apoptotic process	26	3	0.78	0.04204
GO:0006112	energy reserve metabolic process	26	3	0.78	0.04204
GO:0051093	negative regulation of developmental pro...	178	10	5.36	0.04205
GO:0008544	epidermis development	64	5	1.93	0.04287
GO:0060541	respiratory system development	179	10	5.39	0.04342
GO:0060429	epithelium development	726	30	21.86	0.04432
GO:0032879	regulation of localization	390	18	11.74	0.04594
GO:0055114	oxidation-reduction process	363	17	10.93	0.04605
GO:0050920	regulation of chemotaxis	27	3	0.81	0.04628
GO:1902533	positive regulation of intracellular sig...	133	8	4	0.04700
GO:0051247	positive regulation of protein metabolic...	259	13	7.8	0.04848
GO:0045886	negative regulation of synaptic growth a...	46	4	1.38	0.04872
GO:1904397	negative regulation of neuromuscular jun...	46	4	1.38	0.04872
GO:0044262	cellular carbohydrate metabolic process	88	6	2.65	0.04888
