GO.ID	Term	Annotated	Significant	Expected	test
GO:0006281	DNA repair	181	59	33.64	0.00013
GO:0001510	RNA methylation	38	17	7.06	0.00019
GO:0006457	protein folding	75	32	13.94	0.00022
GO:0017038	protein import	67	25	12.45	0.00023
GO:0006605	protein targeting	57	35	10.59	0.00025
GO:0034470	ncRNA processing	192	73	35.69	0.00025
GO:0034472	snRNA 3'-end processing	17	10	3.16	0.00026
GO:0034599	cellular response to oxidative stress	29	14	5.39	0.00026
GO:0061077	chaperone-mediated protein folding	23	12	4.27	0.00029
GO:0042255	ribosome assembly	30	14	5.58	0.00040
GO:1990542	mitochondrial transmembrane transport	28	13	5.2	0.00069
GO:0006486	protein glycosylation	80	27	14.87	0.00084
GO:0007030	Golgi organization	61	22	11.34	0.00092
GO:0033554	cellular response to stress	507	147	94.23	0.00115
GO:0032509	endosome transport via multivesicular bo...	26	12	4.83	0.00118
GO:0007112	male meiosis cytokinesis	26	12	4.83	0.00118
GO:0022900	electron transport chain	65	27	12.08	0.00122
GO:0000154	rRNA modification	23	11	4.27	0.00132
GO:0043162	ubiquitin-dependent protein catabolic pr...	17	9	3.16	0.00148
GO:0006458	'de novo' protein folding	17	9	3.16	0.00148
GO:0007283	spermatogenesis	159	45	29.55	0.00163
GO:0007033	vacuole organization	56	20	10.41	0.00178
GO:0006400	tRNA modification	34	14	6.32	0.00184
GO:0007034	vacuolar transport	45	17	8.36	0.00193
GO:0006221	pyrimidine nucleotide biosynthetic proce...	21	10	3.9	0.00228
GO:0061983	meiosis II cell cycle process	21	10	3.9	0.00228
GO:0045454	cell redox homeostasis	18	9	3.35	0.00248
GO:0006271	DNA strand elongation involved in DNA re...	18	9	3.35	0.00248
GO:0006779	porphyrin-containing compound biosynthet...	15	8	2.79	0.00259
GO:0033365	protein localization to organelle	157	59	29.18	0.00265
GO:0006470	protein dephosphorylation	90	28	16.73	0.00275
GO:0042775	mitochondrial ATP synthesis coupled elec...	25	11	4.65	0.00302
GO:0006289	nucleotide-excision repair	25	11	4.65	0.00302
GO:0051338	regulation of transferase activity	138	39	25.65	0.00333
GO:1901575	organic substance catabolic process	638	172	118.58	0.00333
