GO.ID	Term	Annotated	Significant	Expected	test
GO:0009112	nucleobase metabolic process	29	5	0.66	0.00044
GO:0019318	hexose metabolic process	46	6	1.05	0.00056
GO:0044282	small molecule catabolic process	104	13	2.37	0.00059
GO:0034637	cellular carbohydrate biosynthetic proce...	20	4	0.46	0.00094
GO:0006869	lipid transport	79	7	1.8	0.00203
GO:1901136	carbohydrate derivative catabolic proces...	41	5	0.93	0.00222
GO:0019752	carboxylic acid metabolic process	335	25	7.62	0.00228
GO:0044242	cellular lipid catabolic process	44	9	1	0.00235
GO:0008610	lipid biosynthetic process	179	11	4.07	0.00248
GO:0008063	Toll signaling pathway	29	4	0.66	0.00394
GO:0043094	cellular metabolic compound salvage	15	3	0.34	0.00430
GO:0019359	nicotinamide nucleotide biosynthetic pro...	31	4	0.71	0.00503
GO:0009064	glutamine family amino acid metabolic pr...	32	4	0.73	0.00565
GO:0009620	response to fungus	33	4	0.75	0.00632
GO:0009072	aromatic amino acid family metabolic pro...	18	3	0.41	0.00734
GO:0055088	lipid homeostasis	55	5	1.25	0.00798
GO:0019991	septate junction assembly	36	4	0.82	0.00863
GO:0055114	oxidation-reduction process	363	20	8.26	0.00909
GO:1901607	alpha-amino acid biosynthetic process	37	4	0.84	0.00951
GO:0006665	sphingolipid metabolic process	37	4	0.84	0.00951
GO:0044283	small molecule biosynthetic process	227	14	5.17	0.00981
GO:0030203	glycosaminoglycan metabolic process	20	3	0.46	0.00992
GO:0006090	pyruvate metabolic process	40	4	0.91	0.01249
GO:0044255	cellular lipid metabolic process	281	20	6.39	0.01464
GO:0070328	triglyceride homeostasis	23	3	0.52	0.01466
GO:0016052	carbohydrate catabolic process	64	5	1.46	0.01486
GO:0055090	acylglycerol homeostasis	24	3	0.55	0.01648
GO:0016053	organic acid biosynthetic process	131	10	2.98	0.01821
GO:0046394	carboxylic acid biosynthetic process	131	10	2.98	0.01821
GO:0007041	lysosomal transport	25	3	0.57	0.01843
GO:0007034	vacuolar transport	45	4	1.02	0.01866
GO:0072521	purine-containing compound metabolic pro...	210	10	4.78	0.02124
GO:0007568	aging	125	7	2.84	0.02358
GO:0090066	regulation of anatomical structure size	214	10	4.87	0.02385
GO:0042737	drug catabolic process	49	4	1.12	0.02475
GO:0042181	ketone biosynthetic process	28	3	0.64	0.02498
GO:0032787	monocarboxylic acid metabolic process	150	12	3.41	0.02666
GO:0017144	drug metabolic process	250	11	5.69	0.02700
GO:0045793	positive regulation of cell size	29	3	0.66	0.02741
GO:0016125	sterol metabolic process	29	3	0.66	0.02741
GO:0006694	steroid biosynthetic process	29	3	0.66	0.02741
GO:0045471	response to ethanol	52	4	1.18	0.03002
GO:0016054	organic acid catabolic process	74	9	1.68	0.03472
GO:0046395	carboxylic acid catabolic process	74	9	1.68	0.03472
GO:0072527	pyrimidine-containing compound metabolic...	32	3	0.73	0.03542
GO:1901657	glycosyl compound metabolic process	55	4	1.25	0.03591
GO:0008202	steroid metabolic process	55	4	1.25	0.03591
GO:0006644	phospholipid metabolic process	108	6	2.46	0.03617
GO:1901605	alpha-amino acid metabolic process	91	9	2.07	0.03837
GO:0031349	positive regulation of defense response	34	3	0.77	0.04135
GO:0048149	behavioral response to ethanol	34	3	0.77	0.04135
GO:0008340	determination of adult lifespan	112	6	2.55	0.04204
GO:0042060	wound healing	58	4	1.32	0.04242
GO:0072330	monocarboxylic acid biosynthetic process	85	5	1.93	0.04388
GO:0008592	regulation of Toll signaling pathway	15	2	0.34	0.04451
GO:0045456	ecdysteroid biosynthetic process	15	2	0.34	0.04451
GO:0044706	multi-multicellular organism process	15	2	0.34	0.04451
GO:0006820	anion transport	175	8	3.98	0.04588
GO:0034404	nucleobase-containing small molecule bio...	60	4	1.37	0.04711
GO:0046677	response to antibiotic	61	4	1.39	0.04956
GO:0007030	Golgi organization	61	4	1.39	0.04956
GO:0008654	phospholipid biosynthetic process	61	4	1.39	0.04956
