GO.ID	Term	Annotated	Significant	Expected	test
GO:0019233	sensory perception of pain	29	5	0.96	0.0024
GO:0072499	photoreceptor cell axon guidance	30	5	0.99	0.0027
GO:0051098	regulation of binding	19	4	0.63	0.0031
GO:0007613	memory	95	9	3.14	0.0040
GO:0007218	neuropeptide signaling pathway	35	5	1.16	0.0055
GO:0042455	ribonucleoside biosynthetic process	23	4	0.76	0.0063
GO:0070050	neuron cellular homeostasis	24	4	0.79	0.0074
GO:1900073	regulation of neuromuscular synaptic tra...	26	4	0.86	0.0098
GO:2001252	positive regulation of chromosome organi...	41	5	1.36	0.0108
GO:0007616	long-term memory	59	6	1.95	0.0128
GO:0052652	cyclic purine nucleotide metabolic proce...	16	3	0.53	0.0145
GO:0006182	cGMP biosynthetic process	16	3	0.53	0.0145
GO:0006486	protein glycosylation	80	7	2.65	0.0162
GO:0009190	cyclic nucleotide biosynthetic process	17	3	0.56	0.0172
GO:0043413	macromolecule glycosylation	81	7	2.68	0.0173
GO:0009100	glycoprotein metabolic process	102	8	3.37	0.0193
GO:0097502	mannosylation	18	3	0.6	0.0202
GO:0070085	glycosylation	85	7	2.81	0.0220
GO:0009101	glycoprotein biosynthetic process	88	7	2.91	0.0260
GO:0030203	glycosaminoglycan metabolic process	20	3	0.66	0.0269
GO:0098534	centriole assembly	20	3	0.66	0.0269
GO:0007379	segment specification	21	3	0.69	0.0306
GO:0007530	sex determination	21	3	0.69	0.0306
GO:0007406	negative regulation of neuroblast prolif...	21	3	0.69	0.0306
GO:2000178	negative regulation of neural precursor ...	21	3	0.69	0.0306
GO:0046068	cGMP metabolic process	21	3	0.69	0.0306
GO:0018193	peptidyl-amino acid modification	296	16	9.79	0.0358
GO:2000647	negative regulation of stem cell prolife...	23	3	0.76	0.0388
GO:0010469	regulation of signaling receptor activit...	24	3	0.79	0.0433
GO:0009187	cyclic nucleotide metabolic process	24	3	0.79	0.0433
GO:0022407	regulation of cell-cell adhesion	25	3	0.83	0.0481
