GO.ID	Significant	test
GO:0007188	5	0.00014
GO:0022407	5	0.00027
GO:0007411	19	0.00033
GO:0007162	4	0.00036
GO:0048812	30	0.00056
GO:0098609	13	0.00067
GO:0008045	6	0.00105
GO:0016319	6	0.00144
GO:0001708	7	0.00190
GO:0007166	33	0.00224
GO:0007474	5	0.00224
GO:0018108	6	0.00277
GO:0050790	20	0.00301
GO:0060079	4	0.00318
GO:0006813	6	0.00356
GO:0035556	22	0.00374
GO:0051124	9	0.00395
GO:0048667	28	0.00403
GO:0008038	7	0.00418
GO:0048523	43	0.00419
GO:0060581	4	0.00420
GO:0071456	4	0.00420
GO:0098655	17	0.00466
GO:0008277	4	0.00478
GO:0016348	3	0.00501
GO:0051239	24	0.00555
GO:0035725	5	0.00561
GO:0098656	8	0.00598
GO:0097164	4	0.00610
GO:0046552	5	0.00613
GO:0042058	5	0.00613
GO:0007267	29	0.00658
GO:0008347	4	0.00684
GO:0008344	6	0.00695
GO:0015696	3	0.00723
GO:0046627	3	0.00723
GO:0009190	3	0.00723
GO:0009581	6	0.00847
GO:0009582	6	0.00847
GO:0008407	4	0.00851
GO:2000331	3	0.00853
GO:0035690	3	0.00853
GO:0070588	5	0.00924
GO:0048640	6	0.00961
GO:0045892	13	0.00990
GO:0042051	6	0.01022
GO:1902532	7	0.01059
GO:0048518	39	0.01063
GO:0001894	5	0.01074
GO:0019932	5	0.01074
GO:0033674	6	0.01086
GO:0042325	11	0.01134
GO:0042391	9	0.01143
GO:0009612	4	0.01146
GO:0048806	4	0.01146
GO:0050919	3	0.01150
GO:0071804	5	0.01155
GO:0006836	7	0.01233
GO:0007548	6	0.01294
GO:0042462	6	0.01294
GO:0046580	3	0.01319
GO:0099173	3	0.01319
GO:0007616	5	0.01329
GO:0007274	5	0.01329
GO:0043269	5	0.01329
GO:0045595	14	0.01329
GO:0051961	7	0.01359
GO:1901214	4	0.01375
GO:0000122	8	0.01392
GO:0006874	4	0.01500
GO:0051058	3	0.01500
GO:0007611	8	0.01577
GO:0050890	8	0.01642
GO:0016059	3	0.01696
GO:0036335	3	0.01696
GO:0042136	3	0.01696
GO:0001751	8	0.01710
GO:0051960	13	0.01748
GO:0048522	35	0.01763
GO:0070997	4	0.01771
GO:0071214	5	0.01840
GO:0104004	5	0.01840
GO:0046578	5	0.01840
GO:0051129	8	0.01850
GO:0051347	6	0.01886
GO:2000026	18	0.01900
GO:0051705	3	0.01904
GO:0022400	3	0.01904
GO:0048808	3	0.01904
GO:0097306	3	0.01904
GO:0090598	3	0.01904
GO:0001752	4	0.01917
GO:0055074	4	0.01917
GO:0010941	11	0.01939
GO:0032101	7	0.01959
GO:0065007	115	0.01961
GO:0048589	19	0.01972
GO:0048871	5	0.02076
GO:0035112	3	0.02127
GO:0001754	8	0.02237
GO:0008219	14	0.02257
GO:0099504	6	0.02296
GO:0007610	21	0.02309
GO:0050793	25	0.02339
GO:0007157	3	0.02362
GO:1902476	3	0.02362
GO:0042706	4	0.02398
GO:0045886	4	0.02398
GO:1904397	4	0.02398
GO:0042461	6	0.02407
GO:0045860	5	0.02466
GO:0051056	5	0.02466
GO:0051046	5	0.02466
GO:0043549	7	0.02515
GO:0051964	4	0.02574
GO:1905809	4	0.02574
GO:0040007	21	0.02609
GO:0017157	3	0.02612
GO:0019722	3	0.02612
GO:0001505	7	0.02618
GO:0042493	10	0.02736
GO:0006875	5	0.02751
GO:0035214	4	0.02757
GO:0072503	4	0.02757
GO:0051241	9	0.02820
GO:0048813	7	0.02831
GO:0007169	13	0.02858
GO:0051174	11	0.02871
GO:0019220	11	0.02871
GO:0010508	3	0.02875
GO:0007485	3	0.02875
GO:0016056	3	0.02875
GO:0055059	3	0.02875
GO:0007215	3	0.02875
GO:1901215	3	0.02875
GO:0099003	6	0.02887
GO:0048584	14	0.02970
GO:0060548	6	0.03017
GO:0007155	19	0.03018
GO:0050807	10	0.03065
GO:0007484	3	0.03152
GO:0030539	3	0.03152
GO:0050805	3	0.03152
GO:0022610	19	0.03166
GO:0042127	9	0.03286
GO:0050877	24	0.03333
GO:0071407	4	0.03351
GO:0050770	4	0.03351
GO:0010769	5	0.03380
GO:0002376	12	0.03433
GO:0055057	3	0.03442
GO:0072499	3	0.03442
GO:0036445	3	0.03442
GO:0023057	15	0.03487
GO:0010648	15	0.03487
GO:0007409	23	0.03649
GO:1902531	12	0.03684
GO:0061458	5	0.03726
GO:0048608	5	0.03726
GO:0006821	3	0.03745
GO:0007603	3	0.03745
GO:0072507	4	0.03786
GO:0001932	9	0.03803
GO:0050954	5	0.03907
GO:0006906	4	0.04015
GO:0008582	6	0.04029
GO:0007455	3	0.04062
GO:0043405	3	0.04062
GO:0006366	20	0.04071
GO:0006914	7	0.04073
GO:0000165	6	0.04189
GO:0016358	7	0.04215
GO:0006357	19	0.04235
GO:0008356	5	0.04285
GO:0022603	10	0.04308
GO:0061919	7	0.04359
GO:0015850	3	0.04391
GO:0010453	3	0.04391
GO:0048872	3	0.04391
GO:0071805	4	0.04496
GO:0012501	12	0.04513
GO:0045859	6	0.04693
GO:0042052	3	0.04734
GO:0008284	4	0.04749
GO:0006955	8	0.04762
GO:0051338	7	0.04810
GO:0051963	6	0.04869
GO:0023014	6	0.04869
GO:1904396	6	0.04869
GO:0043067	9	0.04870
GO:0055123	5	0.04891
GO:0048565	5	0.04891
GO:1903305	2	0.04910
GO:0045792	2	0.04910
GO:0048732	7	0.04967
GO:0042330	23	0.04979
