GO.ID	Term	Annotated	Significant	Expected	test
GO:0035556	intracellular signal transduction	497	131	59.01	0.00012
GO:0007422	peripheral nervous system development	65	19	7.72	0.00013
GO:0007275	multicellular organism development	1724	338	204.69	0.00014
GO:0051726	regulation of cell cycle	249	55	29.56	0.00015
GO:0055067	monovalent inorganic cation homeostasis	32	12	3.8	0.00017
GO:0033043	regulation of organelle organization	312	69	37.04	0.00022
GO:0035023	regulation of Rho protein signal transdu...	20	9	2.37	0.00022
GO:0042063	gliogenesis	84	22	9.97	0.00023
GO:2000027	regulation of animal organ morphogenesis	84	22	9.97	0.00023
GO:0008595	anterior/posterior axis specification, e...	101	25	11.99	0.00023
GO:0007178	transmembrane receptor protein serine/th...	58	17	6.89	0.00027
GO:0008361	regulation of cell size	82	25	9.74	0.00032
GO:0007265	Ras protein signal transduction	114	41	13.53	0.00032
GO:0007293	germarium-derived egg chamber formation	75	20	8.9	0.00033
GO:0034333	adherens junction assembly	17	8	2.02	0.00035
GO:0045880	positive regulation of smoothened signal...	17	8	2.02	0.00035
GO:0007530	sex determination	21	9	2.49	0.00035
GO:0010256	endomembrane system organization	140	31	16.62	0.00038
GO:0032269	negative regulation of cellular protein ...	160	39	19	0.00039
GO:0030838	positive regulation of actin filament po...	35	12	4.16	0.00045
GO:0034332	adherens junction organization	31	15	3.68	0.00050
GO:0007476	imaginal disc-derived wing morphogenesis	221	63	26.24	0.00050
GO:1902532	negative regulation of intracellular sig...	101	24	11.99	0.00058
GO:0040008	regulation of growth	264	73	31.34	0.00060
GO:0035335	peptidyl-tyrosine dephosphorylation	36	12	4.27	0.00060
GO:0043297	apical junction assembly	46	14	5.46	0.00061
GO:0071902	positive regulation of protein serine/th...	41	13	4.87	0.00062
GO:0035332	positive regulation of hippo signaling	23	9	2.73	0.00078
GO:0018105	peptidyl-serine phosphorylation	37	12	4.39	0.00079
GO:0046777	protein autophosphorylation	37	12	4.39	0.00079
GO:1903036	positive regulation of response to wound...	15	7	1.78	0.00088
GO:0007309	oocyte axis specification	92	22	10.92	0.00089
GO:0040017	positive regulation of locomotion	38	12	4.51	0.00104
GO:0007167	enzyme linked receptor protein signaling...	222	60	26.36	0.00108
GO:0048640	negative regulation of developmental gro...	76	19	9.02	0.00110
GO:0010669	epithelial structure maintenance	24	9	2.85	0.00112
GO:0048589	developmental growth	307	83	36.45	0.00112
GO:0001754	eye photoreceptor cell differentiation	144	37	17.1	0.00115
GO:0007015	actin filament organization	127	37	15.08	0.00117
GO:1902903	regulation of supramolecular fiber organ...	79	25	9.38	0.00119
GO:0030866	cortical actin cytoskeleton organization	44	13	5.22	0.00130
GO:0007474	imaginal disc-derived wing vein specific...	39	12	4.63	0.00134
GO:0048812	neuron projection morphogenesis	386	92	45.83	0.00134
GO:0051640	organelle localization	187	43	22.2	0.00136
GO:0007475	apposition of dorsal and ventral imagina...	16	7	1.9	0.00141
GO:0007432	salivary gland boundary specification	16	7	1.9	0.00141
GO:0007280	pole cell migration	16	7	1.9	0.00141
GO:0001738	morphogenesis of a polarized epithelium	104	33	12.35	0.00148
GO:0045570	regulation of imaginal disc growth	25	9	2.97	0.00157
GO:0006469	negative regulation of protein kinase ac...	25	9	2.97	0.00157
GO:1902667	regulation of axon guidance	25	9	2.97	0.00157
GO:0060968	regulation of gene silencing	45	13	5.34	0.00163
GO:0007268	chemical synaptic transmission	238	44	28.26	0.00165
GO:0006511	ubiquitin-dependent protein catabolic pr...	218	41	25.88	0.00168
GO:0002168	instar larval development	56	15	6.65	0.00172
GO:0006355	regulation of transcription, DNA-templat...	833	152	98.9	0.00173
GO:0008586	imaginal disc-derived wing vein morphoge...	35	11	4.16	0.00174
GO:0001709	cell fate determination	115	25	13.65	0.00177
GO:0051241	negative regulation of multicellular org...	179	35	21.25	0.00181
GO:0045944	positive regulation of transcription by ...	199	38	23.63	0.00184
GO:0001558	regulation of cell growth	69	21	8.19	0.00192
GO:0007480	imaginal disc-derived leg morphogenesis	68	17	8.07	0.00198
GO:0006486	protein glycosylation	80	19	9.5	0.00211
GO:0008258	head involution	26	9	3.09	0.00215
GO:0001737	establishment of imaginal disc-derived w...	26	9	3.09	0.00215
GO:0008543	fibroblast growth factor receptor signal...	17	7	2.02	0.00215
GO:0003383	apical constriction	17	7	2.02	0.00215
GO:0031110	regulation of microtubule polymerization...	17	7	2.02	0.00215
GO:0007426	tracheal outgrowth, open tracheal system	17	7	2.02	0.00215
GO:0007419	ventral cord development	36	11	4.27	0.00224
GO:0060627	regulation of vesicle-mediated transport	117	25	13.89	0.00228
GO:0007346	regulation of mitotic cell cycle	149	30	17.69	0.00235
GO:0051130	positive regulation of cellular componen...	233	53	27.66	0.00238
GO:0007517	muscle organ development	87	20	10.33	0.00248
GO:0007611	learning or memory	135	32	16.03	0.00258
GO:0009267	cellular response to starvation	64	16	7.6	0.00266
GO:0032147	activation of protein kinase activity	42	12	4.99	0.00271
GO:0035152	regulation of tube architecture, open tr...	70	17	8.31	0.00276
GO:0043066	negative regulation of apoptotic process	76	18	9.02	0.00283
GO:0051650	establishment of vesicle localization	82	19	9.74	0.00286
GO:0016318	ommatidial rotation	27	9	3.21	0.00289
GO:0031098	stress-activated protein kinase signalin...	75	21	8.9	0.00301
GO:0045466	R7 cell differentiation	48	13	5.7	0.00308
GO:0016055	Wnt signaling pathway	92	29	10.92	0.00317
GO:0045087	innate immune response	101	22	11.99	0.00318
GO:0016331	morphogenesis of embryonic epithelium	103	30	12.23	0.00326
GO:0048639	positive regulation of developmental gro...	77	18	9.14	0.00329
GO:0060446	branching involved in open tracheal syst...	43	12	5.11	0.00336
GO:0008286	insulin receptor signaling pathway	43	12	5.11	0.00336
GO:0008283	cell proliferation	273	54	32.41	0.00338
GO:0045216	cell-cell junction organization	70	23	8.31	0.00339
GO:0046620	regulation of organ growth	48	17	5.7	0.00348
GO:0051272	positive regulation of cellular componen...	38	11	4.51	0.00360
GO:0035329	hippo signaling	51	18	6.06	0.00362
GO:0030516	regulation of axon extension	23	8	2.73	0.00365
GO:0035051	cardiocyte differentiation	23	8	2.73	0.00365
GO:0050832	defense response to fungus	23	8	2.73	0.00365
GO:0008285	negative regulation of cell proliferatio...	72	17	8.55	0.00379
GO:0010975	regulation of neuron projection developm...	93	26	11.04	0.00389
GO:0007264	small GTPase mediated signal transductio...	138	49	16.38	0.00398
GO:0048568	embryonic organ development	44	12	5.22	0.00413
GO:0048477	oogenesis	456	104	54.14	0.00415
GO:0022604	regulation of cell morphogenesis	134	39	15.91	0.00421
GO:0030707	ovarian follicle cell development	227	56	26.95	0.00423
GO:0016567	protein ubiquitination	175	33	20.78	0.00437
GO:0035075	response to ecdysone	39	11	4.63	0.00449
GO:0120192	tight junction assembly	39	11	4.63	0.00449
GO:0016199	axon midline choice point recognition	19	7	2.26	0.00450
GO:0018210	peptidyl-threonine modification	19	7	2.26	0.00450
GO:0051098	regulation of binding	19	7	2.26	0.00450
GO:0048813	dendrite morphogenesis	123	25	14.6	0.00460
GO:0006887	exocytosis	98	21	11.64	0.00477
GO:0048149	behavioral response to ethanol	34	10	4.04	0.00478
GO:0008407	chaeta morphogenesis	34	10	4.04	0.00478
GO:0060560	developmental growth involved in morphog...	97	25	11.52	0.00479
GO:0007389	pattern specification process	383	89	45.47	0.00490
GO:0051017	actin filament bundle assembly	29	9	3.44	0.00496
GO:0007367	segment polarity determination	29	9	3.44	0.00496
GO:0016049	cell growth	132	36	15.67	0.00505
GO:0051258	protein polymerization	75	23	8.9	0.00515
GO:0008582	regulation of synaptic growth at neuromu...	105	22	12.47	0.00522
GO:0044265	cellular macromolecule catabolic process	338	65	40.13	0.00528
GO:0001707	mesoderm formation	15	6	1.78	0.00534
GO:0000278	mitotic cell cycle	343	65	40.72	0.00553
GO:0046328	regulation of JNK cascade	57	14	6.77	0.00569
GO:0032880	regulation of protein localization	87	19	10.33	0.00572
GO:0051179	localization	1771	310	210.27	0.00578
GO:0050790	regulation of catalytic activity	427	96	50.7	0.00580
GO:0045666	positive regulation of neuron differenti...	63	15	7.48	0.00584
GO:0048869	cellular developmental process	1326	267	157.43	0.00587
GO:0043068	positive regulation of programmed cell d...	75	17	8.9	0.00589
GO:0071495	cellular response to endogenous stimulus	173	41	20.54	0.00598
GO:1905952	regulation of lipid localization	35	10	4.16	0.00600
GO:0007051	spindle organization	100	21	11.87	0.00610
GO:0008587	imaginal disc-derived wing margin morpho...	46	16	5.46	0.00610
GO:0044089	positive regulation of cellular componen...	111	29	13.18	0.00617
GO:0046847	filopodium assembly	30	9	3.56	0.00635
GO:0035071	salivary gland cell autophagic cell deat...	25	8	2.97	0.00648
GO:0007369	gastrulation	56	17	6.65	0.00653
GO:0007416	synapse assembly	152	34	18.05	0.00668
GO:0031346	positive regulation of cell projection o...	58	14	6.89	0.00670
GO:0070727	cellular macromolecule localization	451	71	53.55	0.00674
GO:0048190	wing disc dorsal/ventral pattern formati...	41	11	4.87	0.00678
GO:0090287	regulation of cellular response to growt...	41	11	4.87	0.00678
GO:0007442	hindgut morphogenesis	41	11	4.87	0.00678
GO:0007291	sperm individualization	41	11	4.87	0.00678
GO:0048646	anatomical structure formation involved ...	384	86	45.59	0.00680
GO:0097479	synaptic vesicle localization	70	16	8.31	0.00683
GO:0070647	protein modification by small protein co...	240	48	28.49	0.00690
GO:0031329	regulation of cellular catabolic process	160	30	19	0.00696
GO:0051253	negative regulation of RNA metabolic pro...	286	52	33.96	0.00702
GO:0046907	intracellular transport	504	78	59.84	0.00714
GO:0007552	metamorphosis	373	98	44.29	0.00725
GO:0042461	photoreceptor cell development	93	23	11.04	0.00734
