GO.ID	Term	Annotated	Significant	Expected	test
GO:0007188	adenylate cyclase-modulating G protein-c...	22	5	0.53	0.00014
GO:0022407	regulation of cell-cell adhesion	25	5	0.6	0.00027
GO:0007411	axon guidance	232	19	5.57	0.00033
GO:0007162	negative regulation of cell adhesion	15	4	0.36	0.00036
GO:0048812	neuron projection morphogenesis	386	30	9.27	0.00056
GO:0098609	cell-cell adhesion	108	13	2.6	0.00067
GO:0008045	motor neuron axon guidance	49	6	1.18	0.00105
GO:0016319	mushroom body development	52	6	1.25	0.00144
GO:0001708	cell fate specification	74	7	1.78	0.00190
GO:0007166	cell surface receptor signaling pathway	594	33	14.27	0.00224
GO:0007474	imaginal disc-derived wing vein specific...	39	5	0.94	0.00224
GO:0018108	peptidyl-tyrosine phosphorylation	59	6	1.42	0.00277
GO:0050790	regulation of catalytic activity	427	20	10.26	0.00301
GO:0060079	excitatory postsynaptic potential	26	4	0.62	0.00318
GO:0006813	potassium ion transport	62	6	1.49	0.00356
GO:0035556	intracellular signal transduction	497	22	11.94	0.00374
GO:0051124	synaptic growth at neuromuscular junctio...	130	9	3.12	0.00395
GO:0048667	cell morphogenesis involved in neuron di...	374	28	8.99	0.00403
GO:0008038	neuron recognition	85	7	2.04	0.00418
GO:0048523	negative regulation of cellular process	930	43	22.35	0.00419
GO:0060581	cell fate commitment involved in pattern...	28	4	0.67	0.00420
GO:0071456	cellular response to hypoxia	28	4	0.67	0.00420
GO:0098655	cation transmembrane transport	233	17	5.6	0.00466
GO:0008277	regulation of G protein-coupled receptor...	29	4	0.7	0.00478
GO:0016348	imaginal disc-derived leg joint morphoge...	15	3	0.36	0.00501
GO:0051239	regulation of multicellular organismal p...	578	24	13.89	0.00555
GO:0035725	sodium ion transmembrane transport	48	5	1.15	0.00561
GO:0098656	anion transmembrane transport	114	8	2.74	0.00598
GO:0097164	ammonium ion metabolic process	31	4	0.74	0.00610
GO:0046552	photoreceptor cell fate commitment	49	5	1.18	0.00613
GO:0042058	regulation of epidermal growth factor re...	49	5	1.18	0.00613
GO:0007267	cell-cell signaling	392	29	9.42	0.00658
GO:0008347	glial cell migration	32	4	0.77	0.00684
GO:0008344	adult locomotory behavior	71	6	1.71	0.00695
GO:0015696	ammonium transport	17	3	0.41	0.00723
GO:0046627	negative regulation of insulin receptor ...	17	3	0.41	0.00723
GO:0009190	cyclic nucleotide biosynthetic process	17	3	0.41	0.00723
GO:0009581	detection of external stimulus	74	6	1.78	0.00847
GO:0009582	detection of abiotic stimulus	74	6	1.78	0.00847
GO:0008407	chaeta morphogenesis	34	4	0.82	0.00851
GO:2000331	regulation of terminal button organizati...	18	3	0.43	0.00853
GO:0035690	cellular response to drug	18	3	0.43	0.00853
GO:0070588	calcium ion transmembrane transport	54	5	1.3	0.00924
GO:0048640	negative regulation of developmental gro...	76	6	1.83	0.00961
GO:0045892	negative regulation of transcription, DN...	261	13	6.27	0.00990
GO:0042051	compound eye photoreceptor development	77	6	1.85	0.01022
GO:1902532	negative regulation of intracellular sig...	101	7	2.43	0.01059
GO:0048518	positive regulation of biological proces...	1132	39	27.2	0.01063
GO:0001894	tissue homeostasis	56	5	1.35	0.01074
GO:0019932	second-messenger-mediated signaling	56	5	1.35	0.01074
GO:0033674	positive regulation of kinase activity	78	6	1.87	0.01086
GO:0042325	regulation of phosphorylation	208	11	5	0.01134
GO:0042391	regulation of membrane potential	84	9	2.02	0.01143
GO:0009612	response to mechanical stimulus	37	4	0.89	0.01146
GO:0048806	genitalia development	37	4	0.89	0.01146
GO:0050919	negative chemotaxis	20	3	0.48	0.01150
GO:0071804	cellular potassium ion transport	57	5	1.37	0.01155
GO:0006836	neurotransmitter transport	104	7	2.5	0.01233
GO:0007548	sex differentiation	81	6	1.95	0.01294
GO:0042462	eye photoreceptor cell development	81	6	1.95	0.01294
GO:0046580	negative regulation of Ras protein signa...	21	3	0.5	0.01319
GO:0099173	postsynapse organization	21	3	0.5	0.01319
GO:0007616	long-term memory	59	5	1.42	0.01329
GO:0007274	neuromuscular synaptic transmission	59	5	1.42	0.01329
GO:0043269	regulation of ion transport	59	5	1.42	0.01329
GO:0045595	regulation of cell differentiation	301	14	7.23	0.01329
