GO.ID	Significant	test
GO:0006281	59	0.00013
GO:0001510	17	0.00019
GO:0006457	32	0.00022
GO:0017038	25	0.00023
GO:0006605	35	0.00025
GO:0034470	73	0.00025
GO:0034472	10	0.00026
GO:0034599	14	0.00026
GO:0061077	12	0.00029
GO:0042255	14	0.00040
GO:1990542	13	0.00069
GO:0006486	27	0.00084
GO:0007030	22	0.00092
GO:0033554	147	0.00115
GO:0032509	12	0.00118
GO:0007112	12	0.00118
GO:0022900	27	0.00122
GO:0000154	11	0.00132
GO:0043162	9	0.00148
GO:0006458	9	0.00148
GO:0007283	45	0.00163
GO:0007033	20	0.00178
GO:0006400	14	0.00184
GO:0007034	17	0.00193
GO:0006221	10	0.00228
GO:0061983	10	0.00228
GO:0045454	9	0.00248
GO:0006271	9	0.00248
GO:0006779	8	0.00259
GO:0033365	59	0.00265
GO:0006470	28	0.00275
GO:0042775	11	0.00302
GO:0006289	11	0.00302
GO:0051338	39	0.00333
GO:1901575	172	0.00333
GO:0072657	33	0.00336
GO:0019751	14	0.00347
GO:0060627	34	0.00364
GO:0007051	30	0.00365
GO:0071427	12	0.00367
GO:0006418	15	0.00380
GO:0006399	39	0.00399
GO:0030866	16	0.00405
GO:0000959	8	0.00434
GO:0016072	43	0.00495
GO:0006886	89	0.00505
GO:0051054	10	0.00516
GO:0061136	16	0.00523
GO:0042274	18	0.00549
GO:0044248	179	0.00550
GO:0032270	68	0.00558
GO:0045747	13	0.00568
GO:0031399	67	0.00631
GO:1903364	15	0.00645
GO:0044282	30	0.00682
GO:0034314	8	0.00688
GO:0009108	25	0.00717
GO:0140029	13	0.00753
GO:0045937	36	0.00759
GO:0042254	59	0.00789
GO:0000278	93	0.00800
GO:0016197	39	0.00833
GO:0042181	11	0.00847
GO:0006334	11	0.00847
GO:0048278	9	0.00881
GO:0000280	57	0.00920
GO:0046034	30	0.00965
GO:0042327	33	0.01019
GO:0018208	10	0.01031
GO:0044837	10	0.01031
GO:0097502	8	0.01040
GO:0000018	8	0.01040
GO:2000116	11	0.01140
GO:1901565	117	0.01142
GO:0006364	37	0.01201
GO:0034504	19	0.01226
GO:0008654	26	0.01229
GO:0000413	9	0.01250
GO:0000045	9	0.01250
GO:0006487	9	0.01250
GO:0006996	343	0.01265
GO:0009063	15	0.01298
GO:0045862	21	0.01369
GO:0090150	20	0.01453
GO:0042158	19	0.01455
GO:0009123	43	0.01465
GO:0072665	8	0.01509
GO:0042558	8	0.01509
GO:0007110	8	0.01509
GO:0098728	8	0.01509
GO:0019637	109	0.01523
GO:0032506	12	0.01568
GO:0048024	16	0.01583
GO:0051028	14	0.01612
GO:0042157	20	0.01657
GO:0070647	58	0.01688
GO:0006413	35	0.01733
GO:0043484	19	0.01746
GO:1901566	245	0.01765
GO:0051276	110	0.01776
GO:0061982	22	0.01805
GO:0042325	51	0.01845
GO:0043281	10	0.01864
GO:0006406	10	0.01864
GO:0015931	37	0.01942
GO:0030261	14	0.01993
GO:0006904	8	0.02114
GO:0043543	24	0.02177
GO:0006475	21	0.02203
GO:0018393	21	0.02203
GO:0018394	21	0.02203
GO:0031401	37	0.02271
GO:0010035	16	0.02309
GO:0045787	16	0.02309
GO:0090307	9	0.02312
GO:0034620	9	0.02312
GO:0034976	20	0.02313
GO:0032446	47	0.02365
GO:0000212	10	0.02429
GO:0044770	24	0.02493
GO:0032940	49	0.02498
