GO.ID	Significant	test
GO:0000398	14	0.00035
GO:0000070	9	0.00038
GO:0006260	11	0.00056
GO:0032543	6	0.00086
GO:0022618	10	0.00127
GO:0072666	4	0.00175
GO:0007034	6	0.00212
GO:0033554	34	0.00249
GO:0042254	18	0.00270
GO:0006886	16	0.00272
GO:0034470	19	0.00300
GO:0035195	4	0.00381
GO:0009411	4	0.00381
GO:0000956	6	0.00489
GO:1903047	21	0.00518
GO:0010669	4	0.00529
GO:0050658	8	0.00552
GO:0031099	4	0.00615
GO:0097352	4	0.00615
GO:0045451	5	0.00658
GO:0000724	5	0.00658
GO:0032509	4	0.00709
GO:0006397	20	0.00725
GO:0051321	11	0.00726
GO:0051052	6	0.00828
GO:0006281	15	0.00876
GO:0032508	6	0.00897
GO:0006399	8	0.00914
GO:1903046	10	0.01036
GO:0009451	7	0.01072
GO:0006367	5	0.01083
GO:0006354	4	0.01184
GO:0007219	9	0.01223
GO:0090502	5	0.01296
GO:0044267	64	0.01302
GO:0044260	118	0.01338
GO:0006383	3	0.01339
GO:0043162	3	0.01339
GO:0090501	7	0.01377
GO:0043543	7	0.01461
GO:0010467	90	0.01470
GO:0006261	6	0.01504
GO:0043010	3	0.01572
GO:0007049	40	0.01615
GO:0070192	4	0.01649
GO:0051726	14	0.01784
GO:0010389	3	0.01826
GO:1902749	3	0.01826
GO:0043966	3	0.01826
GO:0006413	7	0.01839
GO:0071824	7	0.01839
GO:0000075	5	0.01947
GO:0016573	6	0.01957
GO:0045930	5	0.02098
GO:0007076	3	0.02102
GO:0006270	3	0.02102
GO:0016569	10	0.02146
GO:1901185	4	0.02214
GO:0000723	4	0.02214
GO:0042059	4	0.02214
GO:0006475	6	0.02214
GO:0018393	6	0.02214
GO:0018394	6	0.02214
GO:0006405	5	0.02258
GO:0033227	3	0.02399
GO:0050673	3	0.02399
GO:0006378	3	0.02399
GO:0051053	3	0.02399
GO:1905879	4	0.02426
GO:0035088	4	0.02426
GO:0032200	4	0.02426
GO:0061245	4	0.02426
GO:0006366	25	0.02474
GO:0006457	6	0.02494
GO:0009059	71	0.02527
GO:0043170	147	0.02641
GO:0006473	6	0.02642
GO:0061982	6	0.02642
GO:0051272	4	0.02649
GO:0071840	102	0.02676
GO:0090305	13	0.02715
GO:0007062	3	0.02717
GO:0034645	70	0.02728
GO:0034660	26	0.02779
GO:0006996	60	0.02806
GO:0006412	22	0.02813
GO:0006351	37	0.02929
GO:0043933	31	0.02944
GO:0000086	3	0.03057
GO:0008593	7	0.03070
GO:0006418	4	0.03132
GO:0006352	5	0.03171
GO:0016072	14	0.03518
GO:0042274	10	0.03528
GO:0007346	9	0.03552
GO:0051168	5	0.03593
GO:0097659	37	0.03649
GO:0044772	6	0.03655
GO:0008361	6	0.03655
GO:0071166	4	0.03663
GO:0043039	4	0.03663
GO:0071426	4	0.03663
GO:1902667	3	0.03801
GO:0006289	3	0.03801
GO:0044839	3	0.03801
GO:0030261	4	0.03947
GO:0043038	4	0.03947
GO:0006364	13	0.03947
GO:0051169	7	0.04027
GO:0006913	7	0.04027
GO:0045786	6	0.04041
GO:0043631	3	0.04204
GO:0016070	78	0.04247
GO:0032774	37	0.04259
GO:0016570	9	0.04394
GO:0008298	8	0.04424
GO:1901990	5	0.04536
GO:0006406	3	0.04628
GO:0050920	3	0.04628
GO:0000288	3	0.04628
GO:0030490	9	0.04629
GO:0044770	6	0.04667
GO:0006414	4	0.04872
