GO.ID	test
GO:0035337	0.00010
GO:0006006	0.00027
GO:0030198	0.00027
GO:0006099	0.00030
GO:0044281	0.00039
GO:0006119	0.00048
GO:0055085	0.00052
GO:1902600	0.00062
GO:0009069	0.00072
GO:0010821	0.00111
GO:0007029	0.00115
GO:1901607	0.00128
GO:0072329	0.00155
GO:0046496	0.00155
GO:0034440	0.00231
GO:0006096	0.00231
GO:0016311	0.00277
GO:0016126	0.00307
GO:0071616	0.00307
GO:0055090	0.00307
GO:0033500	0.00317
GO:0046890	0.00317
GO:0030433	0.00317
GO:0006639	0.00425
GO:0001676	0.00457
GO:0006631	0.00522
GO:0042737	0.00556
GO:0017144	0.00558
GO:0034032	0.00615
GO:0033875	0.00615
GO:0010770	0.00650
GO:0006487	0.00650
GO:0005975	0.00669
GO:0051270	0.00709
GO:1990542	0.00714
GO:1901264	0.00714
GO:0090407	0.00779
GO:0006820	0.00795
GO:0018958	0.00900
GO:0006081	0.00900
GO:0061024	0.00907
GO:0000096	0.01180
GO:0072348	0.01180
GO:0019395	0.01180
GO:0022900	0.01551
GO:0030334	0.01567
GO:0044272	0.01597
GO:0006790	0.01619
GO:0051186	0.01626
GO:0010506	0.01655
GO:0010035	0.01655
GO:0045862	0.01822
GO:0062012	0.01928
GO:0006730	0.01928
GO:0018208	0.01978
GO:0040012	0.02067
GO:0015711	0.02071
GO:0006163	0.02072
GO:0042594	0.02105
GO:2000145	0.02105
GO:0051240	0.02147
GO:0032787	0.02283
GO:0070507	0.02391
GO:0019748	0.02391
GO:0009117	0.02432
GO:0030155	0.02549
GO:0008358	0.02549
GO:0007031	0.02549
GO:0000097	0.02549
GO:0008595	0.02549
GO:0006304	0.02549
GO:0035336	0.02549
GO:0061077	0.02549
GO:0055114	0.02725
GO:0008643	0.02756
GO:0019693	0.02867
GO:0007568	0.03126
GO:0010975	0.03126
GO:0016042	0.03250
GO:0006767	0.03334
GO:0009799	0.03334
GO:0009712	0.03334
GO:0030856	0.03334
GO:0006584	0.03334
GO:0009855	0.03334
GO:0007351	0.03334
GO:0051130	0.03370
GO:0015931	0.03438
GO:0042335	0.03528
GO:0031667	0.03528
GO:0009991	0.03528
GO:0010639	0.03528
GO:2000026	0.03606
GO:0045664	0.03618
GO:0044242	0.03671
GO:0035383	0.03836
GO:0006637	0.03836
GO:0009150	0.03897
GO:0010817	0.03961
GO:0006732	0.04076
GO:0006839	0.04122
GO:0031346	0.04153
GO:0000041	0.04153
GO:0032886	0.04153
GO:0048066	0.04153
GO:0016485	0.04153
GO:0006766	0.04229
GO:0042593	0.04229
GO:0006641	0.04229
GO:0006635	0.04229
GO:0006629	0.04395
GO:0006914	0.04645
GO:0061919	0.04645
GO:0008340	0.04773
GO:0045927	0.04773
GO:0051239	0.04869
