GO.ID	Term	Annotated	Significant	Expected	test
GO:0050911	detection of chemical stimulus involved ...	199	5	0.9	0.0018
GO:0035210	prepupal development	16	2	0.07	0.0023
GO:0035006	melanization defense response	29	2	0.13	0.0075
GO:0006665	sphingolipid metabolic process	37	2	0.17	0.0120
GO:0007165	signal transduction	1388	12	6.28	0.0142
GO:0030534	adult behavior	124	3	0.56	0.0180
GO:0046467	membrane lipid biosynthetic process	46	2	0.21	0.0181
GO:0055088	lipid homeostasis	55	2	0.25	0.0254
GO:0006643	membrane lipid metabolic process	60	2	0.27	0.0298
GO:0023052	signaling	1572	12	7.11	0.0360
GO:0008344	adult locomotory behavior	71	2	0.32	0.0406
GO:0007154	cell communication	1599	12	7.23	0.0406
GO:0008610	lipid biosynthetic process	179	3	0.81	0.0462
GO:0007166	cell surface receptor signaling pathway	594	6	2.69	0.0473
