GO.ID	Significant	test
GO:0030163	9	0.0025
GO:1901991	3	0.0065
GO:0006665	3	0.0077
GO:0016310	14	0.0078
GO:0045746	3	0.0082
GO:0016579	3	0.0082
GO:0051985	2	0.0115
GO:0008610	6	0.0138
GO:0051784	2	0.0147
GO:0048017	2	0.0164
GO:0043412	22	0.0166
GO:0022414	16	0.0171
GO:1901564	41	0.0172
GO:0010631	5	0.0173
GO:0090132	5	0.0178
GO:0035209	2	0.0182
GO:0010256	5	0.0188
GO:0000075	3	0.0193
GO:0090130	5	0.0199
GO:0033866	2	0.0201
GO:0034030	2	0.0201
GO:0034033	2	0.0201
GO:0030071	2	0.0201
GO:0035277	2	0.0201
GO:0000003	16	0.0207
GO:0019538	34	0.0214
GO:1902099	2	0.0220
GO:0071840	33	0.0225
GO:0001667	5	0.0239
GO:0030148	2	0.0240
GO:0035601	2	0.0240
GO:0016050	4	0.0250
GO:0000086	2	0.0261
GO:0098732	2	0.0261
GO:0043161	5	0.0264
GO:0007091	2	0.0283
GO:0048609	14	0.0291
GO:0006807	56	0.0299
GO:0036211	20	0.0302
GO:0006464	20	0.0302
GO:0044784	2	0.0306
GO:0044839	2	0.0306
GO:0010965	2	0.0306
GO:0051306	2	0.0306
GO:0065003	9	0.0328
GO:1905818	2	0.0329
GO:0010498	5	0.0343
GO:0007297	4	0.0347
GO:0033047	2	0.0353
GO:0008299	2	0.0353
GO:0032504	14	0.0359
GO:0061025	3	0.0373
GO:0044267	26	0.0374
GO:0006892	2	0.0377
GO:0044238	58	0.0384
GO:0042446	2	0.0402
GO:0043933	10	0.0428
GO:0016203	2	0.0428
GO:0048284	3	0.0432
GO:0044260	42	0.0447
GO:0006066	3	0.0447
GO:0007275	26	0.0459
GO:0007349	3	0.0478
GO:0033045	2	0.0481
GO:0000070	3	0.0495
