GO.ID	Significant	test
GO:0002164	2	0.003
GO:0007307	1	0.011
GO:0034472	1	0.012
GO:1901992	1	0.012
GO:0016180	1	0.013
GO:0006277	1	0.013
GO:0000466	1	0.013
GO:0000469	1	0.013
GO:1901989	1	0.013
GO:0090503	1	0.013
GO:0010389	1	0.013
GO:1902749	1	0.013
GO:0006275	1	0.015
GO:0000460	1	0.016
GO:0000086	1	0.016
GO:0051054	1	0.016
GO:0043628	1	0.017
GO:0016073	1	0.018
GO:0044839	1	0.018
GO:0035167	1	0.018
GO:0035166	1	0.019
GO:0000288	1	0.019
GO:0090068	1	0.020
GO:0045931	1	0.022
GO:0048542	1	0.024
GO:0000724	1	0.028
GO:0000725	1	0.029
GO:0090304	4	0.031
GO:0045787	1	0.036
GO:0000956	1	0.037
GO:0006906	1	0.038
GO:0031123	1	0.038
GO:0007306	1	0.039
GO:0008284	1	0.040
GO:0090174	1	0.041
GO:0051052	1	0.041
GO:0032508	1	0.042
GO:0007304	1	0.042
GO:0032392	1	0.042
GO:0030703	1	0.044
GO:0006302	1	0.044
GO:1901990	1	0.045
GO:0030097	1	0.046
GO:0008298	1	0.046
GO:1901987	1	0.046
GO:0006402	1	0.046
GO:0061025	1	0.046
GO:0006139	4	0.047
GO:0048284	1	0.049
