GO.ID	Term	Annotated	Significant	Expected	test
GO:0006397	mRNA processing	222	44	25.89	0.00024
GO:0050808	synapse organization	240	51	27.99	0.00026
GO:0070868	heterochromatin organization involved in...	21	9	2.45	0.00030
GO:0046627	negative regulation of insulin receptor ...	17	8	1.98	0.00031
GO:1900073	regulation of neuromuscular synaptic tra...	26	10	3.03	0.00040
GO:0007613	memory	95	23	11.08	0.00044
GO:0016322	neuron remodeling	46	14	5.36	0.00051
GO:0035556	intracellular signal transduction	497	91	57.95	0.00054
GO:0010468	regulation of gene expression	1101	187	128.39	0.00056
GO:0051298	centrosome duplication	28	13	3.27	0.00066
GO:0031056	regulation of histone modification	37	12	4.31	0.00067
GO:0045448	mitotic cell cycle, embryonic	28	10	3.27	0.00080
GO:0048675	axon extension	49	14	5.71	0.00103
GO:0007269	neurotransmitter secretion	73	22	8.51	0.00110
GO:0006281	DNA repair	181	43	21.11	0.00125
GO:0033301	cell cycle comprising mitosis without cy...	16	7	1.87	0.00126
GO:0099518	vesicle cytoskeletal trafficking	16	7	1.87	0.00126
GO:0048489	synaptic vesicle transport	67	17	7.81	0.00136
GO:0051276	chromosome organization	469	102	54.69	0.00183
GO:0035194	posttranscriptional gene silencing by RN...	41	12	4.78	0.00185
GO:0019935	cyclic-nucleotide-mediated signaling	26	9	3.03	0.00189
GO:0007099	centriole replication	17	7	1.98	0.00193
GO:0048488	synaptic vesicle endocytosis	37	11	4.31	0.00247
GO:1903429	regulation of cell maturation	32	10	3.73	0.00256
GO:0046928	regulation of neurotransmitter secretion	18	7	2.1	0.00285
GO:0000466	maturation of 5.8S rRNA from tricistroni...	18	7	2.1	0.00285
GO:0019094	pole plasm mRNA localization	43	12	5.01	0.00288
GO:0032508	DNA duplex unwinding	60	15	7	0.00300
GO:0045132	meiotic chromosome segregation	38	11	4.43	0.00312
GO:0099504	synaptic vesicle cycle	92	25	10.73	0.00317
GO:0017156	calcium ion regulated exocytosis	49	13	5.71	0.00320
GO:0008283	cell proliferation	273	47	31.83	0.00357
GO:0006338	chromatin remodeling	73	17	8.51	0.00366
GO:0051568	histone H3-K4 methylation	19	7	2.22	0.00406
GO:0045475	locomotor rhythm	56	14	6.53	0.00408
GO:0007131	reciprocal meiotic recombination	24	8	2.8	0.00439
GO:0051640	organelle localization	187	43	21.81	0.00470
GO:0050794	regulation of cellular process	2774	427	323.47	0.00482
GO:0018107	peptidyl-threonine phosphorylation	15	6	1.75	0.00487
GO:0030178	negative regulation of Wnt signaling pat...	35	10	4.08	0.00528
GO:0007281	germ cell development	522	91	60.87	0.00538
