GO.ID	Term	Annotated	Significant	Expected	test
GO:0001752	compound eye photoreceptor fate commitme...	43	9	1.98	0.00012
GO:0046578	regulation of Ras protein signal transdu...	64	11	2.94	0.00014
GO:0008587	imaginal disc-derived wing margin morpho...	46	9	2.11	0.00020
GO:0045466	R7 cell differentiation	48	9	2.2	0.00028
GO:0006810	transport	1376	88	63.21	0.00039
GO:0048667	cell morphogenesis involved in neuron di...	374	32	17.18	0.00045
GO:0008293	torso signaling pathway	24	6	1.1	0.00060
GO:0009953	dorsal/ventral pattern formation	105	13	4.82	0.00097
GO:0051302	regulation of cell division	36	7	1.65	0.00107
GO:0007219	Notch signaling pathway	124	14	5.7	0.00157
GO:0007498	mesoderm development	51	8	2.34	0.00205
GO:0045465	R8 cell differentiation	22	5	1.01	0.00274
GO:0010921	regulation of phosphatase activity	22	5	1.01	0.00274
GO:0000045	autophagosome assembly	22	5	1.01	0.00274
GO:0051058	negative regulation of small GTPase medi...	22	5	1.01	0.00274
GO:0048646	anatomical structure formation involved ...	384	34	17.64	0.00292
GO:0090630	activation of GTPase activity	23	5	1.06	0.00337
GO:0016325	oocyte microtubule cytoskeleton organiza...	23	5	1.06	0.00337
GO:0010506	regulation of autophagy	74	12	3.4	0.00354
GO:0048645	animal organ formation	44	7	2.02	0.00357
GO:0045893	positive regulation of transcription, DN...	296	29	13.6	0.00378
GO:0035218	leg disc development	81	13	3.72	0.00390
GO:0008407	chaeta morphogenesis	34	6	1.56	0.00405
GO:0010469	regulation of signaling receptor activit...	24	5	1.1	0.00409
GO:0036011	imaginal disc-derived leg segmentation	24	5	1.1	0.00409
GO:0045944	positive regulation of transcription by ...	199	18	9.14	0.00445
GO:0008586	imaginal disc-derived wing vein morphoge...	35	6	1.61	0.00471
GO:0007417	central nervous system development	185	17	8.5	0.00481
GO:0042063	gliogenesis	84	10	3.86	0.00489
GO:0043954	cellular component maintenance	25	5	1.15	0.00493
GO:0048812	neuron projection morphogenesis	386	29	17.73	0.00576
GO:0010605	negative regulation of macromolecule met...	546	38	25.08	0.00604
GO:0045934	negative regulation of nucleobase-contai...	303	24	13.92	0.00617
GO:0008595	anterior/posterior axis specification, e...	101	11	4.64	0.00638
GO:0007009	plasma membrane organization	27	5	1.24	0.00695
GO:0070647	protein modification by small protein co...	240	20	11.02	0.00699
GO:0003002	regionalization	357	40	16.4	0.00763
GO:1905114	cell surface receptor signaling pathway ...	118	12	5.42	0.00773
GO:0051649	establishment of localization in cell	591	40	27.15	0.00778
GO:0008363	larval chitin-based cuticle development	18	4	0.83	0.00802
GO:0010507	negative regulation of autophagy	18	4	0.83	0.00802
GO:0007309	oocyte axis specification	92	10	4.23	0.00925
GO:0007610	behavior	435	31	19.98	0.00925
GO:0007422	peripheral nervous system development	65	8	2.99	0.00934
GO:0110116	regulation of compound eye photoreceptor...	29	5	1.33	0.00948
GO:0007367	segment polarity determination	29	5	1.33	0.00948
GO:0048522	positive regulation of cellular process	1024	74	47.04	0.00952
GO:0008104	protein localization	544	37	24.99	0.00963
GO:0048580	regulation of post-embryonic development	19	4	0.87	0.00979
GO:0007398	ectoderm development	19	4	0.87	0.00979
GO:0042461	photoreceptor cell development	93	10	4.27	0.00995
GO:0071702	organic substance transport	622	41	28.57	0.01092
GO:0007300	ovarian nurse cell to oocyte transport	30	5	1.38	0.01096
GO:0035220	wing disc development	295	30	13.55	0.01164
GO:0051253	negative regulation of RNA metabolic pro...	286	22	13.14	0.01186
GO:0035239	tube morphogenesis	403	39	18.51	0.01195
GO:0035295	tube development	537	47	24.67	0.01202
GO:0055074	calcium ion homeostasis	43	6	1.98	0.01301
GO:0060446	branching involved in open tracheal syst...	43	6	1.98	0.01301
GO:0007409	axonogenesis	289	22	13.28	0.01328
GO:0007447	imaginal disc pattern formation	83	9	3.81	0.01343
GO:0043062	extracellular structure organization	56	7	2.57	0.01354
GO:0006928	movement of cell or subcellular componen...	575	38	26.41	0.01357
GO:0046580	negative regulation of Ras protein signa...	21	4	0.96	0.01407
GO:0009996	negative regulation of cell fate specifi...	21	4	0.96	0.01407
GO:0009954	proximal/distal pattern formation	21	4	0.96	0.01407
GO:0016334	establishment or maintenance of polarity...	21	4	0.96	0.01407
GO:0072359	circulatory system development	98	10	4.5	0.01411
GO:0008347	glial cell migration	32	5	1.47	0.01437
GO:0016567	protein ubiquitination	175	15	8.04	0.01441
GO:0046907	intracellular transport	504	34	23.15	0.01445
GO:0016477	cell migration	258	20	11.85	0.01485
GO:0032446	protein modification by small protein co...	192	16	8.82	0.01503
GO:0061138	morphogenesis of a branching epithelium	45	6	2.07	0.01610
GO:0048754	branching morphogenesis of an epithelial...	45	6	2.07	0.01610
GO:0010160	formation of animal organ boundary	33	5	1.52	0.01632
GO:0046667	compound eye retinal cell programmed cel...	22	4	1.01	0.01659
GO:0045936	negative regulation of phosphate metabol...	72	8	3.31	0.01682
GO:0010563	negative regulation of phosphorus metabo...	72	8	3.31	0.01682
GO:0006935	chemotaxis	245	19	11.25	0.01727
GO:0061024	membrane organization	176	18	8.08	0.01758
GO:0001763	morphogenesis of a branching structure	46	6	2.11	0.01782
GO:0044092	negative regulation of molecular functio...	117	11	5.37	0.01824
GO:0010647	positive regulation of cell communicatio...	298	22	13.69	0.01837
GO:0023056	positive regulation of signaling	298	22	13.69	0.01837
GO:0035304	regulation of protein dephosphorylation	23	4	1.06	0.01937
GO:0000422	autophagy of mitochondrion	23	4	1.06	0.01937
GO:0010454	negative regulation of cell fate commitm...	23	4	1.06	0.01937
GO:0035017	cuticle pattern formation	23	4	1.06	0.01937
GO:0046666	retinal cell programmed cell death	23	4	1.06	0.01937
GO:0071684	organism emergence from protective struc...	23	4	1.06	0.01937
GO:0009890	negative regulation of biosynthetic proc...	317	23	14.56	0.01939
GO:0001708	cell fate specification	74	8	3.4	0.01958
