GO.ID	Significant	test
GO:0000723	2	0.0016
GO:1903827	2	0.0031
GO:0043065	2	0.0040
GO:0071897	3	0.0056
GO:0070647	3	0.0068
GO:0006260	2	0.0150
GO:1902533	2	0.0205
GO:0007307	1	0.0268
GO:0048072	1	0.0268
GO:1901992	1	0.0285
GO:1900180	1	0.0285
GO:0007400	1	0.0301
GO:0006277	1	0.0301
GO:0044719	1	0.0301
GO:1901989	1	0.0318
GO:0048665	1	0.0334
GO:0006270	1	0.0334
GO:2000045	1	0.0334
GO:0016567	2	0.0341
GO:0006275	1	0.0351
GO:1902806	1	0.0351
GO:0014017	1	0.0351
GO:0007277	1	0.0383
GO:0001932	2	0.0393
GO:0046425	1	0.0400
GO:1904892	1	0.0400
GO:0006726	1	0.0400
GO:0048867	1	0.0400
GO:0032446	2	0.0404
GO:0010883	1	0.0416
GO:0031396	1	0.0416
GO:0045879	1	0.0433
GO:0046330	1	0.0433
GO:0046822	1	0.0433
GO:0007259	1	0.0433
GO:0097696	1	0.0433
GO:0044550	1	0.0433
GO:0033157	1	0.0449
GO:1903320	1	0.0449
GO:0032874	1	0.0465
GO:0070304	1	0.0465
GO:0043474	1	0.0465
GO:0042441	1	0.0465
GO:0043324	1	0.0465
GO:0042325	2	0.0468
GO:0035556	3	0.0471
GO:0090068	1	0.0481
GO:0007367	1	0.0481
GO:0048865	1	0.0498
